POW_SA2_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
114021285,5,9,11,10,10,13,0,8,3,70,5,18,8,7,17,10,6,13,0,80,0,12,4,3,12,22,3,6,3,55,0,5,8,0,9,22,8,22,0,67,0,0,0,3,10,11,6,15,0,41,4,0,0,3,6,7,10,12,0,45,0,0,0,0,0,5,0,3,0,9,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,3,37,122,76,43,65,96,40,99,11,588
114021286,38,55,92,94,215,153,37,31,12,730,27,48,75,64,188,191,72,74,11,745,20,32,29,45,108,120,41,73,6,483,25,18,26,24,58,100,39,82,4,371,7,6,15,19,39,63,28,71,4,243,9,19,7,13,60,98,40,120,3,376,3,6,3,0,14,11,9,33,0,83,5,12,13,7,13,29,11,60,0,147,4,11,8,0,9,9,0,3,18,58,291,906,681,431,893,920,314,586,90,5114
114021287,31,49,77,67,197,135,26,36,13,641,37,68,73,76,271,224,45,77,12,874,17,34,29,46,146,142,48,82,11,557,28,21,26,33,109,108,51,89,3,475,13,16,18,21,72,88,40,84,0,359,26,24,21,22,132,189,64,170,8,653,0,4,9,4,20,21,6,39,0,105,0,7,11,9,14,29,9,70,0,162,0,11,3,0,10,14,3,3,18,69,261,760,553,411,1145,1057,321,713,103,5327
114021288,11,15,32,11,17,20,3,14,6,121,6,22,14,17,29,42,10,16,3,163,4,11,19,12,24,32,11,20,7,136,3,3,10,11,9,29,3,26,3,105,6,6,8,0,16,18,0,11,0,62,5,6,9,6,12,35,15,28,3,122,0,0,0,3,0,3,4,8,0,20,6,5,12,3,3,17,6,23,0,71,0,0,0,5,4,3,0,4,5,17,93,230,177,94,138,233,63,184,27,1237
114021289,14,37,26,13,37,44,5,15,5,200,9,24,24,22,46,53,11,34,3,218,4,9,12,12,27,41,7,30,0,149,7,10,5,8,25,39,11,32,0,149,5,14,8,3,10,24,4,21,0,89,3,7,8,5,17,35,12,49,0,134,0,6,0,3,4,3,0,9,0,32,3,11,10,9,0,21,4,39,0,99,6,3,0,0,0,4,0,0,5,16,143,417,228,130,238,318,79,286,42,1872
115011290,72,87,85,71,100,63,16,15,9,512,65,81,89,68,110,77,19,34,3,554,28,51,39,43,96,86,16,31,3,395,34,34,34,27,77,99,13,33,10,351,14,16,14,22,56,69,23,33,6,260,19,36,24,22,102,112,46,90,6,449,0,4,8,3,17,35,5,19,0,95,3,3,13,9,17,45,15,44,5,144,5,0,4,5,4,8,3,0,11,51,553,898,622,358,667,681,167,312,73,4335
115011291,185,280,349,275,583,366,48,49,32,2171,220,210,290,294,1118,796,110,106,40,3187,143,144,188,173,963,870,132,172,31,2826,127,135,150,153,819,938,187,259,30,2805,86,68,77,97,596,786,168,235,26,2131,157,99,100,163,1000,2080,431,864,34,4933,36,30,26,44,198,584,129,374,10,1443,49,42,54,57,203,866,285,1052,15,2616,15,16,9,10,21,26,8,16,80,200,1870,2711,2347,1584,5798,7523,1532,3183,387,26944
115011294,13,27,36,27,31,28,0,9,3,165,7,20,16,12,40,33,6,11,0,142,4,14,9,7,15,29,6,8,0,98,4,6,9,9,9,18,5,19,4,77,3,6,8,3,7,22,4,8,0,59,3,15,11,4,16,26,4,25,0,106,0,3,0,0,3,3,0,9,0,25,0,0,4,0,6,12,4,24,0,67,0,0,3,4,0,0,0,5,3,22,96,241,163,95,152,191,41,115,20,1120
115011296,8,38,19,14,24,27,6,3,3,142,13,23,29,14,35,33,3,7,0,165,18,13,14,6,27,31,3,13,0,119,8,11,17,6,27,30,8,11,0,117,3,6,6,6,16,19,6,13,0,86,8,27,10,12,41,51,17,26,0,191,0,7,4,4,9,21,0,10,0,56,0,9,3,8,14,33,6,52,0,129,0,3,3,0,0,0,0,0,5,15,125,316,190,95,209,271,49,153,18,1435
115011553,146,161,159,105,278,176,22,44,19,1118,169,158,124,77,392,264,50,76,19,1334,111,107,106,56,290,289,58,67,14,1089,65,69,57,38,235,248,56,85,7,864,33,45,39,29,138,181,54,74,10,596,43,52,48,41,150,300,73,187,6,910,0,10,8,6,33,61,19,63,0,209,7,18,11,14,29,103,25,109,5,320,7,10,0,0,3,20,3,6,24,71,1189,1432,988,511,1743,1794,396,748,137,8934
115011554,10,26,44,44,46,22,5,3,0,204,8,19,34,33,69,28,9,12,0,207,5,12,19,15,39,31,9,3,0,126,7,11,9,9,25,20,4,5,4,87,0,0,8,5,24,19,4,9,0,80,9,8,4,11,46,59,11,44,0,187,0,0,5,0,3,7,9,5,0,27,0,3,3,5,0,10,0,11,0,39,0,0,0,0,5,0,0,0,4,9,94,246,239,167,280,218,47,100,23,1402
115011555,146,86,66,45,103,43,4,14,4,511,109,76,52,43,128,65,14,27,8,515,44,39,37,15,86,68,17,23,8,340,25,27,17,21,52,53,19,42,4,270,21,12,10,13,48,55,23,27,0,214,21,17,19,13,67,87,28,69,9,328,3,9,8,3,6,27,4,12,0,65,6,12,8,0,12,41,11,34,5,127,10,5,0,0,0,8,0,0,18,45,1379,1052,535,235,590,496,132,248,80,4744
115011556,19,41,57,31,45,36,7,9,0,241,23,36,44,23,65,50,10,11,4,266,18,25,16,21,44,41,12,13,4,195,15,18,17,13,44,63,14,12,0,187,0,11,17,10,34,27,0,16,3,119,3,20,19,14,36,58,14,24,0,188,0,0,8,0,3,7,3,13,0,42,9,0,5,6,8,36,9,40,0,119,4,0,4,0,0,0,0,0,3,19,241,453,314,174,318,358,77,150,26,2109
115011557,5,12,14,4,6,8,0,0,0,55,5,16,9,3,19,16,0,7,0,73,0,5,11,11,15,14,0,4,0,59,4,8,3,0,9,17,5,5,0,56,5,0,6,0,8,14,0,7,0,37,3,4,3,0,13,34,0,16,0,79,0,0,0,0,6,10,0,0,0,20,0,0,0,4,8,11,3,14,0,44,3,0,0,0,0,0,0,0,0,5,51,126,93,35,99,131,16,59,4,604
115011558,24,53,49,36,48,34,0,0,3,264,28,49,48,41,55,41,3,15,0,292,12,30,27,17,50,37,9,32,0,214,10,20,20,25,38,52,10,28,7,216,8,17,9,11,32,47,20,30,5,169,9,12,9,5,42,91,29,64,0,275,0,3,9,0,11,27,12,14,0,71,0,10,7,10,17,42,14,38,0,140,0,0,0,6,4,0,0,0,8,15,267,632,386,213,341,432,93,247,30,2650
115011621,36,52,74,55,82,34,5,4,8,343,29,38,56,42,70,61,9,23,6,320,12,20,36,19,46,67,16,27,0,254,14,16,13,21,49,71,20,31,0,234,11,8,14,16,40,68,20,33,0,215,15,31,11,20,53,107,45,108,0,391,4,0,9,0,5,24,5,21,0,73,5,5,8,5,7,35,13,43,0,120,3,3,4,0,0,5,0,0,6,20,299,618,476,247,417,513,135,303,41,3043
115011622,24,21,43,35,45,24,7,6,0,209,14,14,24,25,49,57,4,14,3,212,13,19,24,18,41,34,3,14,0,170,15,13,9,13,34,34,6,12,0,134,3,9,9,9,19,22,10,19,0,104,3,6,9,5,37,63,15,34,0,175,0,4,5,3,6,20,6,17,0,65,5,8,7,7,10,35,3,32,0,95,4,0,0,0,0,0,0,4,8,14,132,241,262,153,273,323,54,164,24,1624
115021297,114,143,175,138,229,176,29,56,12,1068,109,145,138,130,244,251,50,80,14,1167,80,104,95,66,228,231,51,98,11,963,70,65,69,49,175,204,60,105,10,808,38,34,46,25,92,150,47,102,9,536,37,65,59,44,105,226,93,219,16,871,10,16,15,7,15,46,14,69,0,197,13,28,21,16,25,81,25,102,0,304,14,10,3,4,9,16,6,10,40,115,1115,1774,1185,675,1302,1549,393,932,159,9078
115021298,24,41,26,34,64,40,8,15,4,259,27,25,24,18,36,47,9,23,4,231,13,26,13,11,36,37,6,18,0,157,6,15,8,6,24,31,9,24,0,124,0,12,8,4,18,24,7,16,0,94,5,10,10,8,19,46,12,54,0,183,0,0,0,5,0,17,0,9,0,44,0,7,5,12,10,17,9,18,0,81,0,4,4,0,0,5,0,0,6,29,228,378,220,128,259,315,84,204,29,1844
115031299,9,14,17,16,3,9,0,6,0,71,13,7,11,4,20,14,3,8,0,86,5,9,8,4,8,17,0,5,4,52,5,3,7,5,7,8,6,18,4,46,0,4,4,0,3,10,4,8,0,40,6,5,6,0,4,14,6,9,0,51,0,4,0,0,0,0,0,0,0,0,0,0,5,3,3,6,0,10,0,27,0,0,0,0,0,0,0,0,8,10,106,136,95,41,63,96,18,71,21,649
115031300,72,86,81,53,127,110,30,35,12,599,71,63,81,53,99,147,23,84,13,638,44,56,44,41,72,80,22,89,0,441,29,32,36,29,53,86,20,104,7,400,20,29,33,13,39,87,13,68,3,291,22,25,32,20,44,83,30,127,5,388,3,11,3,0,0,19,6,30,0,78,5,12,13,10,7,19,3,44,5,112,0,6,8,6,8,12,0,9,7,55,523,855,609,300,572,747,160,685,82,4534
115041301,91,83,93,76,200,150,17,34,12,752,95,84,54,58,212,238,41,72,8,865,75,59,68,41,150,189,45,76,12,704,55,41,41,29,86,143,46,100,7,550,28,31,19,10,50,110,34,99,0,375,29,44,35,8,74,152,41,169,7,555,9,4,4,3,8,35,9,39,3,115,9,12,7,3,9,21,10,54,0,125,6,10,11,3,13,17,5,11,24,87,711,875,664,338,984,1211,265,712,101,5870
115041623,25,20,20,13,25,34,3,4,0,144,31,21,15,16,34,45,9,10,3,186,17,9,10,11,20,40,11,16,0,148,11,8,11,7,24,24,10,15,0,119,9,5,5,0,20,23,7,19,0,86,11,16,16,6,18,38,13,44,5,168,0,7,4,0,3,9,0,10,0,30,0,0,0,0,4,17,6,22,0,57,0,0,0,0,0,0,0,0,0,8,147,185,152,71,175,252,58,157,19,1224
115041624,21,28,31,19,48,36,0,10,4,199,23,24,27,16,47,55,9,17,5,222,15,9,18,10,46,46,7,17,0,167,4,12,19,11,37,55,18,22,0,180,6,10,3,0,18,39,8,19,0,114,11,7,11,11,43,74,23,40,3,217,0,3,4,0,11,11,3,11,0,46,0,0,0,5,8,42,7,17,3,86,0,5,0,0,0,0,0,4,8,18,207,418,304,131,313,382,78,174,28,2026
115041625,116,93,89,67,158,97,6,19,9,659,104,83,75,53,154,116,26,26,9,651,58,47,37,33,104,109,16,41,10,446,39,36,35,14,74,106,20,47,4,379,20,24,14,8,59,69,5,41,0,245,12,38,23,12,79,143,29,92,5,436,7,6,6,4,19,39,7,27,0,113,10,10,11,8,22,59,17,53,5,186,10,8,5,0,5,5,0,0,16,50,1245,1478,730,332,837,838,148,365,86,6068
116011303,337,269,331,240,822,399,77,63,50,2580,292,243,319,240,1123,715,155,158,55,3303,212,135,158,168,926,647,147,187,37,2622,165,119,122,96,730,655,161,206,32,2286,115,66,59,72,502,494,117,186,17,1637,139,89,85,58,606,708,196,458,15,2361,17,20,18,13,64,105,35,106,3,376,19,24,28,29,80,166,53,233,6,644,18,18,16,0,25,22,7,16,82,207,2519,2563,2197,1240,5337,4151,996,1690,414,21104
116011304,37,29,58,33,85,18,3,12,4,288,31,24,30,32,88,65,9,18,9,303,24,15,9,15,78,44,10,21,3,218,18,14,11,18,43,56,18,25,6,202,8,3,13,6,46,48,11,31,0,175,20,7,7,7,64,65,21,48,0,243,4,0,0,0,3,4,6,7,0,40,6,0,0,0,9,13,0,10,0,34,3,0,0,0,0,4,0,0,7,18,266,371,303,172,492,360,87,189,42,2288
116011306,30,27,43,52,54,26,7,11,6,253,31,31,39,39,79,60,10,16,5,310,17,17,20,17,62,47,15,21,5,220,20,12,18,12,50,33,15,22,0,187,11,5,5,4,29,41,17,26,0,146,10,3,6,5,43,64,17,36,0,189,0,0,3,0,4,13,3,4,4,27,0,0,4,0,6,9,0,10,0,32,0,5,0,0,4,4,0,0,12,24,294,391,313,189,374,338,87,166,46,2198
116011307,239,214,188,126,475,314,48,63,35,1707,275,234,181,143,685,564,103,128,38,2359,179,141,117,95,538,517,106,154,25,1877,142,133,87,72,378,464,95,165,24,1563,99,72,48,35,224,339,89,162,16,1085,99,95,42,37,294,487,147,375,21,1610,24,17,13,7,48,113,44,123,0,385,12,27,19,20,56,126,37,224,0,519,14,11,11,4,12,30,4,13,60,151,1714,1936,1331,748,3058,3185,701,1461,299,14433
116011560,13,26,27,17,20,8,3,8,4,128,18,21,22,21,32,25,8,10,0,156,14,5,16,10,19,26,3,10,0,102,9,6,8,7,17,21,6,6,0,84,3,8,7,3,18,33,6,21,0,93,14,9,0,7,22,44,14,47,0,166,0,0,0,0,8,3,0,5,0,17,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,4,15,140,173,137,79,167,183,49,109,19,1063
116011561,37,31,40,37,50,20,0,19,9,248,25,22,26,33,63,41,5,17,12,243,15,11,20,20,65,46,4,15,3,196,17,17,10,17,50,51,4,14,0,172,5,4,3,3,24,29,13,9,3,96,14,5,10,9,48,56,11,38,3,191,3,0,0,0,4,5,5,8,0,23,3,0,0,0,3,11,0,12,0,29,0,0,0,0,0,3,0,0,9,17,217,278,244,155,342,289,53,149,55,1782
116011626,118,64,72,60,164,71,14,17,8,578,111,70,67,46,160,120,16,23,9,622,52,31,26,41,104,107,33,22,12,421,34,18,23,22,95,73,22,34,3,317,21,18,10,3,57,54,18,28,0,206,31,12,11,9,50,92,13,64,3,295,3,4,5,0,14,22,0,11,0,56,0,0,6,4,5,24,5,19,0,74,3,6,3,3,9,9,0,0,23,59,750,605,487,288,790,614,137,246,95,4018
116011627,24,23,35,18,27,16,0,5,0,149,16,12,18,18,48,47,6,3,4,164,19,9,20,11,27,27,8,11,5,126,9,5,5,11,27,35,4,10,0,113,7,7,7,0,21,27,9,18,0,85,0,4,7,9,21,29,5,32,0,117,0,3,0,3,0,7,0,9,0,22,7,3,0,0,3,15,6,12,0,45,0,0,0,0,0,0,0,5,14,19,171,242,203,101,215,225,30,110,33,1338
116021309,21,28,34,18,42,28,0,3,0,182,33,26,27,15,59,40,5,16,3,219,25,6,13,13,32,54,9,14,0,167,11,10,12,18,31,42,14,22,0,157,5,7,10,7,21,30,14,16,0,108,6,10,8,13,32,75,17,42,0,210,0,3,0,4,4,25,6,5,0,49,0,0,6,3,4,20,4,8,0,47,0,0,0,0,0,4,0,3,4,14,231,326,244,124,263,339,72,137,26,1761
116021562,10,0,8,6,10,5,0,0,0,35,7,0,4,4,12,5,0,0,0,39,4,0,0,0,10,6,6,0,0,29,6,3,0,0,5,12,0,8,0,36,3,0,4,0,5,6,4,3,0,33,3,0,4,0,4,15,5,8,0,47,0,0,0,0,0,7,0,4,0,10,0,0,0,0,3,4,0,4,0,12,0,0,0,0,0,0,0,0,0,7,48,31,36,15,60,58,12,31,6,297
116021563,30,59,53,38,73,40,5,10,3,308,43,44,33,55,85,59,3,10,3,347,31,24,25,25,78,54,12,20,4,270,20,20,24,15,76,49,16,24,0,238,10,15,19,11,54,54,10,23,3,196,16,10,23,13,88,102,34,69,0,355,3,5,5,3,10,17,4,11,0,57,3,0,3,0,8,28,3,31,3,80,3,0,0,0,3,6,0,0,4,22,292,484,367,220,508,441,95,206,43,2660
116021628,28,46,46,36,60,35,6,8,5,260,29,29,40,32,72,52,0,16,3,281,30,25,5,21,42,55,8,25,0,210,22,11,12,11,26,39,7,21,3,158,6,7,17,7,34,31,13,28,0,142,11,9,11,17,35,78,20,60,0,237,5,0,3,4,12,23,8,7,0,68,0,4,4,6,9,44,8,25,0,99,0,0,0,3,0,9,3,3,8,26,294,490,330,176,330,407,80,196,38,2344
116021629,59,47,78,60,240,111,12,18,11,640,52,43,63,58,280,151,33,40,17,737,39,30,24,29,195,111,21,28,11,479,19,12,15,16,123,106,28,30,7,356,19,18,3,18,50,73,19,43,5,246,9,0,9,14,62,119,46,67,7,327,0,0,3,0,21,36,12,24,0,103,0,0,0,0,12,28,16,35,0,102,3,0,3,0,9,4,0,0,12,36,414,450,472,271,1123,803,195,303,99,4131
116021630,81,61,52,42,132,108,18,27,9,529,84,65,56,53,153,170,35,63,14,699,61,50,34,30,118,146,42,68,8,558,44,44,30,22,102,120,45,73,3,484,24,26,17,22,63,84,33,93,0,364,39,27,29,13,76,129,31,151,8,502,9,5,3,0,10,18,4,27,0,85,9,5,7,3,8,20,8,47,0,111,0,3,0,4,6,5,3,4,15,39,535,617,428,263,779,883,230,599,70,4399
116021631,25,15,24,15,26,20,0,3,3,125,16,18,13,15,34,28,0,8,4,133,15,7,8,9,18,22,8,4,0,83,6,8,4,0,12,21,0,5,3,61,6,7,4,0,10,13,6,21,0,69,6,11,5,0,12,31,12,21,5,102,0,0,0,5,3,14,0,4,0,28,0,0,0,0,5,11,0,7,6,32,0,0,0,0,0,0,0,0,0,6,133,198,141,66,140,185,26,81,25,999
116021632,42,35,43,47,61,32,8,14,4,293,41,41,38,40,87,74,24,25,4,372,36,19,21,23,91,80,8,29,0,306,24,13,13,14,79,88,24,41,0,295,18,13,9,10,46,71,27,50,5,251,19,9,13,18,87,161,41,124,4,472,0,0,0,4,14,19,8,17,0,65,9,0,3,0,15,41,12,29,0,118,0,4,0,0,0,8,0,0,6,29,333,443,318,228,529,610,152,340,50,3001
116021633,29,22,40,21,48,33,7,12,3,215,26,21,20,24,94,56,6,14,11,276,26,16,16,9,97,72,15,17,7,274,10,8,14,7,68,58,10,31,4,217,9,8,5,9,47,36,10,21,4,149,5,9,14,5,48,68,26,33,5,222,0,0,0,0,9,14,6,16,0,50,3,4,8,3,3,24,3,20,3,74,4,0,0,0,0,3,0,3,9,30,310,400,290,139,480,395,92,164,48,2322
116031313,26,25,32,60,34,16,0,13,4,215,20,18,21,38,54,35,5,11,12,218,15,11,14,17,39,37,9,10,6,153,6,0,9,17,25,28,0,19,4,115,4,4,6,8,25,32,5,17,4,112,7,4,6,0,37,49,15,27,4,145,3,0,0,0,3,0,0,11,0,20,0,0,5,0,0,6,4,15,3,30,0,0,0,0,0,3,0,0,5,16,202,308,210,178,265,232,38,131,68,1639
116031314,71,55,83,57,304,137,22,22,8,767,105,65,71,68,373,263,47,52,20,1056,79,57,49,32,263,198,54,68,7,799,52,27,19,23,161,186,38,76,4,601,39,28,17,15,95,118,50,67,5,434,53,34,30,22,127,193,76,180,4,724,5,11,4,0,12,49,21,45,0,151,13,3,8,4,17,41,16,98,0,212,9,0,6,5,12,5,0,5,24,55,580,548,496,300,1511,1283,331,615,137,5804
116031315,31,36,43,34,78,34,3,21,6,295,39,24,34,46,82,62,6,20,11,318,28,15,21,26,79,57,10,34,5,261,15,7,3,13,50,52,11,36,4,186,17,5,9,4,31,39,10,26,3,153,11,9,9,5,35,58,19,46,5,189,0,0,0,0,7,7,0,11,0,32,0,0,4,3,9,10,5,9,0,43,4,0,0,3,4,4,0,0,8,22,288,489,404,227,432,364,75,212,61,2556
116031316,21,21,27,33,38,20,6,9,11,191,16,16,29,20,75,27,4,6,3,189,16,4,4,16,39,31,7,15,4,139,7,4,5,6,28,15,12,25,0,103,11,0,0,3,23,20,16,12,3,80,8,4,7,0,28,46,5,38,4,139,0,0,0,0,4,5,0,4,0,19,0,0,4,0,0,12,3,0,0,25,4,4,0,0,0,0,0,5,8,14,143,193,166,106,275,197,52,129,37,1291
116031317,127,108,110,73,213,135,19,19,14,823,130,75,104,87,285,201,39,67,16,1005,62,41,41,48,222,194,52,37,9,709,56,35,37,19,177,156,32,54,14,579,53,18,30,27,139,125,36,47,6,477,42,25,19,12,188,183,68,93,8,640,0,0,4,7,11,21,8,18,0,70,3,10,4,6,13,37,9,31,3,117,10,4,0,4,7,11,0,4,32,73,1134,998,806,427,1428,1163,289,399,161,6801
116031318,237,231,335,268,1184,526,84,76,67,3010,240,192,242,225,1423,877,184,177,73,3630,131,104,117,100,947,799,197,260,42,2705,111,76,81,85,683,631,196,322,34,2228,90,49,44,49,427,481,189,333,19,1671,129,57,41,51,593,866,281,634,22,2665,17,10,8,10,83,184,59,174,0,546,23,3,16,14,86,227,87,323,8,787,15,4,10,7,35,26,0,10,71,179,1435,1327,1560,1073,6025,4887,1315,2365,477,20456
116031319,180,165,255,183,459,280,53,65,47,1692,158,154,201,188,670,540,128,171,52,2251,131,72,107,121,467,430,138,218,21,1698,95,74,63,73,305,395,107,274,20,1412,59,33,27,35,221,309,102,248,12,1040,71,28,28,17,258,371,144,402,11,1326,15,4,0,6,31,54,33,112,0,252,8,11,4,8,29,53,24,155,4,301,13,7,12,8,21,13,3,10,41,126,1182,1344,1406,885,2739,2598,771,1723,278,12921
117011320,88,104,89,59,265,165,27,42,26,867,80,100,117,72,391,315,66,79,17,1240,52,58,70,46,334,324,87,91,10,1073,43,45,37,33,245,276,105,149,3,948,36,26,35,34,162,223,75,145,9,749,63,38,38,65,305,416,170,263,9,1365,23,11,4,20,85,125,77,111,0,447,17,13,9,18,57,108,58,208,5,492,3,4,4,0,7,11,3,8,30,71,570,676,612,430,1990,2049,682,1110,158,8268
117011321,70,72,132,60,191,128,23,27,9,722,108,96,118,84,273,264,39,87,18,1080,71,65,64,48,225,278,49,100,10,907,50,47,52,40,203,225,76,148,10,856,43,31,23,41,129,165,64,102,9,606,55,41,43,50,183,348,93,238,11,1067,9,4,11,9,21,79,27,66,0,230,11,10,9,10,28,107,34,159,0,385,3,8,6,0,10,6,0,10,23,66,615,730,770,428,1413,1706,416,971,123,7176
117011323,77,67,95,51,159,80,18,10,11,564,65,62,62,44,156,96,17,31,3,530,22,32,32,23,102,92,15,33,0,351,16,19,35,29,82,85,16,51,4,336,10,19,13,10,53,72,12,38,3,222,23,24,19,19,69,111,40,71,0,373,0,4,9,8,21,32,9,13,0,96,4,9,7,4,15,35,17,46,0,137,0,0,6,0,5,11,0,0,18,38,710,823,646,295,750,662,154,332,66,4429
117011324,22,37,62,38,171,72,9,9,8,427,49,35,43,41,233,162,37,42,9,654,41,17,30,18,179,167,46,77,4,571,32,19,29,19,137,160,62,88,7,555,29,14,17,10,107,155,56,100,3,476,47,26,31,37,261,238,103,202,14,954,6,3,0,4,34,44,26,79,0,198,5,0,4,0,26,58,34,72,7,206,0,0,0,0,5,3,3,3,24,45,276,231,320,187,1199,1105,378,679,97,4476
117011325,326,182,238,120,215,95,18,15,23,1230,313,138,194,124,338,212,38,40,31,1429,161,111,109,88,298,234,58,52,16,1134,131,58,71,66,303,250,69,67,19,1029,80,30,42,40,228,216,83,72,5,794,142,69,50,59,273,360,120,130,9,1223,41,14,17,16,85,110,31,38,3,352,135,64,26,27,97,110,31,82,0,579,9,8,3,8,11,10,3,3,33,87,2024,1192,1162,648,1947,1642,473,516,191,9799
117011634,17,28,24,14,33,30,5,3,0,158,23,31,15,11,35,30,4,11,0,158,12,10,9,9,26,26,7,13,3,110,10,16,11,7,33,36,10,12,0,137,10,0,0,4,22,25,3,9,5,87,12,9,0,9,42,39,4,30,0,147,0,5,0,0,8,11,3,4,0,39,4,3,0,0,6,7,3,15,0,42,0,4,0,0,5,0,0,3,3,17,163,281,169,74,232,218,54,116,24,1334
117011635,225,215,284,163,539,298,32,49,41,1848,250,222,254,166,777,536,101,93,40,2440,202,91,163,129,713,605,128,129,32,2194,165,92,106,100,596,593,134,155,21,1957,128,53,69,69,418,614,129,166,9,1662,216,98,113,125,789,1358,316,590,7,3616,72,23,29,38,156,334,115,270,5,1045,225,97,94,78,192,612,195,735,6,2234,14,11,4,0,18,31,4,9,64,161,2161,1839,1971,1076,4480,5112,1166,2232,349,20383
117021327,85,98,100,68,118,110,15,27,9,628,85,126,83,68,184,130,28,35,11,754,46,70,60,46,159,151,30,36,5,602,29,58,47,35,157,149,29,53,7,560,18,36,46,23,112,119,23,80,6,459,30,37,37,43,170,257,67,173,9,816,5,14,10,8,23,56,14,40,5,175,0,20,12,9,28,75,24,127,0,309,3,6,0,0,8,4,0,0,31,55,653,1001,718,386,1027,1115,243,626,99,5875
117021328,91,98,143,86,177,114,13,16,12,753,85,87,110,73,274,193,41,54,14,929,57,45,57,31,213,186,36,64,7,697,45,42,35,25,179,160,43,101,9,647,39,27,19,26,107,135,49,81,10,496,52,44,37,33,175,244,74,213,11,870,13,4,15,9,22,43,19,61,0,188,12,9,12,13,27,45,29,145,3,291,11,3,0,3,9,5,0,3,22,56,677,762,800,391,1303,1189,309,770,127,6333
117021636,142,181,205,132,319,199,40,39,19,1276,126,147,171,122,380,323,75,86,18,1441,103,91,88,61,261,239,60,74,18,997,64,75,71,57,193,212,62,98,7,843,36,36,50,38,100,134,42,86,10,542,43,46,43,42,135,237,80,161,13,810,9,13,21,6,29,56,15,57,0,198,4,16,11,13,25,68,28,117,4,286,5,5,3,0,10,10,3,8,46,96,1145,1443,1264,664,1669,1636,427,761,186,9187
117021637,51,84,76,71,122,71,15,23,9,516,35,75,51,64,152,93,18,27,3,524,29,43,43,38,87,89,24,21,7,378,17,29,42,30,111,83,17,34,6,367,9,23,15,10,75,65,17,39,0,264,27,15,15,12,104,147,47,86,3,464,0,3,3,4,20,33,12,26,0,105,3,9,5,3,14,48,14,60,0,168,0,4,5,6,6,4,0,4,18,40,377,667,550,317,774,700,177,350,58,3968
