POW_SA2_CODE_2021,Tot_65_69_HW_0,Tot_65_69_HW_1_19,Tot_65_69_HW_20_29,Tot_65_69_HW_30_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40_44,Tot_65_69_HW_45_49,Tot_65_69_HW_50mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_19,Tot_70_74_HW_20_29,Tot_70_74_HW_30_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40_44,Tot_70_74_HW_45_49,Tot_70_74_HW_50mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_19,Tot_75ov_HW_20_29,Tot_75ov_HW_30_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40_44,Tot_75ov_HW_45_49,Tot_75ov_HW_50mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_19,Tot_Tot_HW_20_29,Tot_Tot_HW_30_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40_44,Tot_Tot_HW_45_49,Tot_Tot_HW_50mor,Tot_Tot_HW_NS,Tot_Tot_Tot
121041414,30,82,65,27,37,51,9,29,4,323,12,63,23,20,17,18,3,8,0,162,4,35,17,9,5,7,0,11,4,87,673,1312,1065,619,1571,2145,503,1155,138,9170
121041416,18,72,44,19,34,29,15,24,0,261,16,60,27,12,9,21,3,16,3,157,4,47,23,5,5,9,0,12,3,117,581,1156,901,473,1382,1529,466,973,128,7597
121041417,61,142,106,60,127,206,58,125,16,902,27,80,52,23,31,70,16,28,8,327,16,51,28,6,8,11,9,11,6,140,2523,2623,2774,1954,12113,20150,4473,9161,715,56482
121041688,21,67,28,14,14,25,7,24,0,200,13,44,29,7,0,13,4,10,0,118,0,32,16,5,4,3,0,5,3,75,415,760,494,259,413,559,168,397,64,3531
121041689,20,58,41,23,28,29,12,21,0,229,7,48,30,12,8,17,3,7,0,135,16,37,22,9,4,6,0,4,0,98,571,927,666,358,803,968,248,585,87,5216
122011418,22,70,48,22,20,28,5,23,0,245,17,43,27,9,8,5,3,12,8,120,11,51,14,6,5,0,0,3,0,92,466,1202,853,468,754,985,258,578,71,5643
122011419,23,70,71,17,23,28,3,23,3,268,3,57,20,10,7,13,0,9,0,132,7,39,12,5,4,10,0,3,0,83,992,1560,1066,538,1061,1536,386,858,92,8078
122021420,14,62,47,18,13,21,0,14,5,197,11,47,17,10,3,12,0,0,0,107,0,26,14,0,0,0,0,3,4,57,410,848,527,266,364,717,144,379,58,3708
122021421,10,61,23,10,15,18,5,13,0,155,0,31,11,12,5,7,3,3,0,67,0,26,16,9,0,4,0,9,5,66,191,530,358,208,292,487,109,299,30,2504
122021422,7,56,34,15,9,15,0,19,0,159,3,31,13,0,3,5,5,3,3,66,4,9,12,4,3,9,0,3,0,44,357,643,463,206,289,573,114,330,34,3015
122021690,41,93,75,37,60,53,18,44,0,420,10,62,36,12,16,19,0,21,11,185,11,46,19,14,5,13,0,10,14,134,871,1734,1407,868,1746,2176,528,991,149,10468
122021691,13,29,16,15,18,10,0,12,0,107,12,28,10,6,4,7,0,3,0,63,5,18,11,0,0,0,0,0,0,34,428,749,434,283,553,650,134,316,43,3589
122031424,8,26,5,4,7,13,3,5,4,73,0,14,6,3,0,5,0,4,0,34,0,5,3,4,0,3,0,0,0,26,227,506,257,144,249,307,61,182,29,1953
122031425,13,29,9,12,24,26,6,7,0,128,4,11,3,6,0,4,0,0,0,31,0,9,0,0,0,0,0,0,0,17,256,458,337,211,609,721,167,371,40,3169
122031427,12,28,20,7,10,16,10,8,4,112,4,14,5,4,3,6,0,0,0,38,4,12,7,0,4,0,0,0,0,32,222,626,418,213,306,410,137,263,35,2625
122031429,70,137,81,35,74,85,32,54,0,577,34,67,35,25,26,28,6,19,3,244,9,41,26,4,7,5,0,12,3,118,2027,2755,2260,1158,3039,3490,818,1579,222,17340
122031430,12,53,29,16,15,8,0,9,0,141,9,19,18,6,10,7,3,4,0,76,3,13,3,0,0,0,0,0,0,19,345,816,639,365,737,726,161,446,64,4297
122031432,9,16,23,11,10,30,3,13,7,120,3,13,8,4,5,9,0,3,0,42,0,16,3,4,6,8,0,4,0,38,249,447,344,201,419,583,137,304,32,2719
122031692,17,44,26,11,36,25,7,12,8,191,22,23,15,11,11,10,3,6,0,92,14,26,5,6,0,0,0,3,0,60,527,837,677,384,1270,1460,326,690,80,6238
122031693,11,28,13,8,8,11,3,13,0,97,3,22,4,0,0,6,8,3,0,50,0,10,6,0,0,6,0,4,0,31,298,566,335,178,304,496,103,257,31,2579
122031694,9,21,9,8,8,11,4,7,0,65,0,7,7,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,168,346,214,144,174,323,80,216,27,1694
122031695,30,42,32,8,23,8,3,8,0,157,11,22,9,6,11,5,0,0,0,66,5,7,9,0,0,0,0,0,0,31,502,880,698,328,831,665,226,339,67,4547
122031696,19,84,62,28,58,51,12,29,5,354,9,43,25,10,17,11,4,10,0,132,10,24,14,3,8,3,0,5,0,73,759,1480,1334,823,2549,2570,586,1204,125,11434
122031697,8,47,27,10,12,6,0,6,0,124,9,17,11,5,8,5,4,4,0,59,0,12,3,0,0,0,0,0,5,24,234,618,413,204,459,434,108,216,27,2719
123011433,11,44,25,10,10,14,12,10,0,145,7,17,4,0,0,11,0,7,0,47,4,7,3,4,3,0,0,3,3,28,618,911,719,428,777,749,162,433,77,4867
123011698,19,19,20,6,49,28,6,18,3,167,10,18,7,0,7,13,0,11,0,64,0,11,0,0,3,0,0,0,0,17,966,1018,742,393,1739,1663,443,947,149,8062
123011699,20,30,26,12,11,29,0,18,0,144,5,20,15,5,4,7,0,0,0,52,0,8,3,0,0,0,0,0,0,20,1198,1241,766,451,1031,826,223,505,117,6356
123011700,8,3,8,0,0,5,0,5,4,30,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,203,340,172,91,169,204,58,118,28,1384
123011701,8,19,15,5,3,12,3,9,0,76,0,9,3,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,333,549,393,231,436,436,104,334,52,2878
123011702,0,4,0,4,0,0,0,4,0,8,3,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,106,250,127,92,146,146,36,66,18,984
123021436,7,23,10,3,16,6,4,7,0,74,7,6,3,0,0,0,0,4,0,18,0,3,0,0,0,0,0,0,0,9,250,315,225,175,341,314,98,191,37,1945
123021437,76,115,60,41,94,77,14,39,12,523,28,47,16,10,12,17,0,5,4,139,17,16,8,4,11,4,0,3,0,59,3140,3010,2369,1345,4055,3252,693,1272,390,19531
123021438,14,25,12,4,17,7,0,5,3,82,4,13,4,0,4,3,0,0,0,34,0,4,0,0,0,0,0,0,0,4,320,390,274,200,413,306,85,220,51,2257
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021441,8,21,5,3,0,8,0,9,0,61,7,6,4,0,0,4,0,3,0,37,3,4,0,3,0,0,0,0,0,14,378,300,179,136,243,233,66,126,48,1717
123021443,35,29,26,6,59,47,14,17,3,229,12,20,14,4,12,10,0,12,0,91,4,9,0,4,8,0,0,0,3,18,769,1052,732,448,2119,1583,467,791,179,8147
123021444,13,27,14,7,9,11,0,0,0,77,7,8,3,3,0,0,0,3,0,27,0,4,5,0,0,0,0,0,0,14,332,501,318,250,408,386,104,222,48,2576
123021703,3,3,3,0,0,0,0,0,0,12,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,157,171,166,81,191,213,28,84,17,1099
123021704,10,12,5,10,6,8,0,4,4,61,0,5,0,6,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,6,152,241,265,212,372,233,69,160,45,1740
123021705,54,46,31,24,88,67,23,25,6,366,13,28,15,9,15,19,5,7,0,114,4,6,6,0,7,7,0,4,0,42,1212,1250,910,588,2979,2708,727,1239,226,11833
123021706,8,7,4,5,10,7,0,5,0,52,3,6,5,0,0,0,0,0,0,22,0,8,0,0,0,0,0,0,0,6,235,339,245,148,428,320,108,150,39,2004
123031445,3,16,8,0,6,3,0,6,0,40,5,4,9,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,109,202,136,61,269,297,70,197,21,1365
123031446,6,26,14,6,12,18,3,19,0,107,3,9,3,0,5,4,0,9,0,32,3,12,5,4,6,0,0,0,0,20,371,369,266,174,685,764,257,500,60,3429
123031447,13,38,22,17,28,26,5,18,0,165,9,30,7,4,9,9,0,3,0,74,0,5,5,4,0,4,0,8,4,27,590,939,688,384,1078,995,230,586,90,5584
123031448,4,21,17,10,8,15,7,5,3,88,0,17,4,4,3,0,0,6,0,42,0,4,0,4,0,3,0,7,0,20,183,308,179,123,238,341,72,246,45,1727
124011449,8,34,19,4,5,6,0,4,0,88,6,22,10,3,3,0,0,3,0,47,5,11,4,0,0,4,0,0,0,26,197,320,222,121,153,181,49,137,28,1393
124011450,17,56,35,9,20,23,4,15,0,172,8,24,12,3,4,6,0,4,0,66,4,15,4,0,0,3,0,7,4,34,362,899,499,266,485,559,154,360,50,3628
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,15,3,0,0,0,33
124011452,56,91,57,24,39,29,6,18,0,332,13,58,19,18,15,13,6,15,0,153,4,20,17,7,0,5,0,10,0,75,1050,1207,941,589,1084,881,219,391,78,6442
124011453,7,39,8,3,9,11,3,12,0,85,7,16,6,5,3,4,0,4,0,49,0,7,5,0,0,0,0,0,0,15,168,465,254,171,232,319,93,195,21,1913
124011454,27,80,35,12,14,19,12,10,0,212,10,40,17,13,7,7,0,8,0,102,4,25,4,0,0,3,0,0,0,39,574,1054,718,437,737,739,219,451,61,5003
124011455,10,25,24,8,11,8,0,5,0,86,6,18,7,9,4,3,0,5,0,43,3,4,8,0,0,0,0,0,0,17,124,284,216,121,173,165,47,99,16,1253
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,16
124031457,3,11,7,4,5,7,0,0,4,50,5,4,0,0,0,0,0,3,0,13,0,7,3,0,0,0,0,0,0,7,181,375,207,128,204,230,78,106,38,1550
124031459,8,35,20,8,33,19,7,18,3,152,5,19,11,7,7,12,0,3,0,57,5,13,7,0,0,3,0,0,0,23,487,752,501,316,957,892,234,501,67,4713
124031460,14,11,6,6,16,3,3,4,0,68,4,14,3,0,0,3,0,8,0,25,0,0,0,0,0,0,0,0,0,7,273,551,401,237,451,428,124,254,44,2762
124031461,25,27,18,9,20,22,0,10,8,137,13,20,10,0,5,8,0,4,0,71,7,6,4,3,0,3,0,0,0,35,999,1138,702,349,1014,908,220,454,122,5905
124031462,27,59,54,22,67,54,14,17,5,320,18,28,20,11,18,4,0,12,0,102,5,14,4,3,3,3,0,0,0,31,844,1223,1328,919,2548,2425,419,861,188,10758
124031463,10,14,22,3,29,19,7,9,0,112,0,17,11,3,3,5,3,3,0,48,6,8,8,4,0,4,0,0,0,42,432,502,419,234,709,848,217,515,66,3937
124031464,88,80,73,39,99,66,20,39,6,512,27,40,29,15,22,16,6,12,4,172,9,17,11,3,7,4,0,13,4,69,3050,2772,2148,1250,4451,3053,901,1542,305,19476
124031465,6,6,3,3,3,5,0,3,0,34,0,0,0,0,3,6,0,0,0,19,0,4,3,0,0,3,0,3,0,16,135,168,117,66,176,232,42,134,27,1099
124031707,14,25,17,6,6,13,0,6,0,87,9,6,5,0,0,6,0,4,0,23,5,5,0,0,0,0,0,0,0,16,291,563,352,199,421,482,121,291,47,2760
124031708,6,13,3,0,6,0,0,0,0,34,0,5,3,0,0,4,0,0,0,17,0,0,3,0,0,0,0,3,0,4,180,267,190,127,249,285,63,207,28,1598
124041466,23,38,28,21,41,29,9,19,0,211,5,18,18,6,5,10,0,3,0,83,4,15,6,7,0,0,0,5,0,45,841,1287,952,582,1847,1452,385,669,129,8138
124041467,36,43,42,24,43,35,12,29,0,277,22,28,17,8,9,16,5,8,0,109,4,17,6,0,5,0,0,4,4,40,867,1219,830,510,1384,1346,375,666,143,7326
124041468,16,23,12,6,9,17,0,9,0,97,9,14,0,0,9,6,3,0,0,39,3,0,3,3,3,0,3,3,0,16,280,277,188,145,544,501,116,289,45,2372
124051469,20,9,15,9,60,38,16,30,0,194,0,5,0,0,13,0,0,6,0,26,0,0,0,0,0,0,0,0,3,0,510,506,604,398,2047,1739,493,1133,166,7595
124051470,10,15,14,8,8,3,0,5,0,59,3,6,9,0,0,3,0,3,0,24,3,3,0,0,0,6,0,0,0,9,281,451,257,166,325,309,63,176,37,2064
124051580,4,12,6,0,8,0,0,7,0,34,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,121,186,146,100,209,161,42,91,22,1069
124051581,51,39,37,21,64,53,16,29,6,318,18,18,9,5,13,17,0,10,4,97,13,11,4,4,3,3,3,5,0,43,1184,1246,973,593,2433,2043,584,1062,227,10348
125011475,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,26,11,63,55,6,15,3,220
125011582,23,34,26,13,50,61,12,16,3,238,4,13,12,7,7,13,3,7,5,74,8,3,5,0,3,4,0,4,0,32,561,661,627,344,1495,1699,326,506,165,6385
125011583,13,28,10,9,18,16,4,12,0,117,8,5,7,9,5,10,0,0,0,43,6,0,0,3,5,4,0,0,0,15,599,548,493,288,892,835,150,356,111,4279
125011584,10,12,8,0,19,10,0,3,0,69,0,3,4,0,11,8,0,0,0,30,0,0,0,0,0,5,0,0,0,10,309,340,260,149,700,453,96,215,66,2589
125011585,3,7,3,0,3,3,0,0,0,22,0,3,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,120,146,94,58,88,94,17,45,23,692
125011586,34,36,26,22,82,49,13,16,9,297,12,21,10,7,28,12,7,6,0,97,3,7,3,0,5,12,4,0,4,41,1386,1391,1207,655,2946,2446,522,891,310,11745
125011587,6,12,8,9,18,10,5,8,0,77,0,5,8,3,4,0,0,3,0,24,0,4,0,0,0,0,0,0,0,12,284,292,244,147,585,477,92,177,63,2356
125011709,58,55,30,19,109,92,14,27,0,414,7,22,14,9,18,33,7,15,0,127,0,3,8,7,6,3,0,0,5,35,1301,1165,1078,657,3577,3386,775,1321,274,13528
125011710,36,36,20,13,57,27,14,31,0,240,10,15,13,3,8,9,0,6,0,73,3,0,4,0,4,0,0,4,0,17,1101,1287,1178,710,3455,3059,746,1314,216,13065
125021477,56,45,42,27,126,79,18,36,6,425,13,31,18,11,26,18,8,13,0,135,9,13,8,4,12,10,0,0,0,44,1256,1313,1005,626,3410,3047,690,1295,205,12855
125021478,5,16,14,5,6,7,6,8,0,69,7,12,0,5,0,8,0,7,0,37,0,3,0,0,0,0,0,3,3,20,312,435,296,153,365,316,69,151,51,2141
125021711,9,31,15,4,8,7,5,5,0,92,9,18,7,0,3,3,0,4,0,45,3,12,4,0,0,0,0,0,0,23,321,682,363,177,338,327,80,195,38,2519
125021712,9,32,13,10,10,9,0,9,0,90,8,12,9,7,0,7,0,0,0,41,3,13,0,0,0,0,0,0,6,21,273,479,277,112,314,372,70,194,45,2142
125031479,31,38,25,18,64,31,18,19,3,250,7,21,11,0,8,10,6,6,3,80,6,11,10,0,10,0,0,0,0,40,920,880,745,392,1984,1347,385,633,215,7502
125031480,24,25,21,17,38,26,5,12,4,162,5,6,13,4,13,7,0,7,0,59,4,6,4,0,3,4,0,0,0,27,716,800,612,355,1299,1032,221,386,139,5558
125031481,36,37,27,10,58,41,9,12,6,237,12,16,15,8,15,11,0,8,0,76,5,5,0,5,5,0,0,0,0,18,807,790,637,372,1499,1206,324,426,184,6234
125031483,15,21,8,7,31,13,4,0,0,99,5,10,7,0,6,0,0,6,0,38,0,3,0,0,5,0,0,6,0,7,530,626,476,228,910,615,156,275,140,3956
125031484,11,15,14,3,21,17,0,7,0,93,11,5,5,4,3,7,0,0,0,37,0,9,0,0,0,0,0,3,0,13,467,412,342,203,506,391,79,206,84,2684
125031486,43,27,35,20,94,72,20,31,3,348,8,10,11,3,21,14,7,14,0,84,9,5,0,0,3,0,0,0,6,34,896,782,674,387,2540,2251,575,1030,217,9357
125031487,11,11,4,6,31,31,10,7,0,108,3,9,0,4,4,3,0,5,0,30,0,0,0,0,7,0,0,3,3,12,485,494,459,245,1186,875,239,395,118,4498
125031713,13,11,14,10,4,11,0,7,0,76,4,6,9,0,0,6,0,0,0,23,0,6,0,0,0,0,0,0,0,5,327,334,276,147,348,275,79,154,44,1988
125031714,27,21,10,16,23,13,0,12,0,121,8,12,3,0,9,3,0,3,0,35,4,5,8,0,3,0,0,0,0,17,782,729,575,289,852,559,127,247,133,4287
125031715,12,15,13,9,51,27,8,8,3,135,0,8,5,3,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,444,560,495,329,1734,1303,327,499,112,5801
125031716,0,0,0,0,5,3,0,0,0,13,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,94,111,84,56,81,78,17,29,16,567
125041489,38,56,51,12,58,42,5,26,3,297,18,37,16,5,21,12,4,14,0,121,8,16,11,3,7,8,0,0,0,55,1012,1333,993,592,2093,1761,400,848,156,9205
125041490,15,45,11,12,17,21,8,15,0,134,16,13,7,0,9,6,7,3,0,59,5,11,8,0,0,5,0,0,0,20,525,630,461,262,801,812,238,393,59,4188
125041491,58,82,98,48,116,143,20,59,7,626,17,58,33,11,27,47,4,18,7,219,8,35,13,9,3,14,3,5,0,84,1436,1761,2022,1452,4382,5196,876,1831,319,19285
125041493,14,33,11,14,19,12,4,9,0,123,8,16,5,3,13,5,0,4,0,51,0,8,3,4,4,6,0,0,3,20,399,513,472,290,789,726,172,288,79,3721
125041494,7,16,15,4,10,8,4,8,0,77,3,11,0,6,0,5,0,3,0,35,3,8,6,0,0,0,0,0,0,19,317,447,335,186,489,426,98,192,47,2539
125041588,19,30,17,4,27,36,15,11,4,155,3,9,0,10,6,9,0,0,0,47,5,0,5,3,6,4,0,0,0,26,681,699,558,335,1317,1137,286,518,139,5665
125041589,11,12,18,3,12,7,0,5,0,74,0,5,10,3,3,4,0,0,0,33,0,3,12,0,4,0,0,0,0,19,442,498,442,198,518,511,92,177,78,2952
125041717,126,134,115,57,351,180,42,76,16,1092,33,62,33,22,105,63,12,17,5,355,11,36,15,3,22,8,0,3,7,111,4119,3062,3417,1862,16847,11289,2383,3652,720,47353
125041718,5,10,6,6,4,4,0,5,0,44,6,3,0,0,5,4,4,0,0,21,0,6,0,0,0,0,0,0,0,6,286,330,240,116,471,339,76,124,47,2034
125041719,19,18,15,4,28,32,9,21,0,147,12,9,7,3,5,3,0,8,0,48,3,3,0,0,0,7,0,3,0,13,538,615,575,341,1114,1087,310,581,126,5288
126011496,24,75,46,32,29,36,8,22,0,279,7,50,10,12,12,9,0,6,0,98,7,29,16,8,4,4,0,6,0,69,508,1168,680,370,785,799,253,551,54,5174
126011720,13,34,17,4,0,13,3,4,0,83,4,14,14,4,0,8,0,0,0,44,4,7,3,3,0,0,3,0,0,23,193,464,254,138,244,334,77,172,23,1903
126011721,12,31,14,12,16,8,0,15,0,110,4,17,8,4,7,10,0,3,0,49,4,10,7,0,0,0,0,0,0,24,344,619,355,172,381,497,104,212,33,2722
126021498,27,53,31,16,31,41,9,13,0,220,19,35,24,12,3,7,6,12,4,112,8,32,8,0,0,8,0,5,0,72,658,1074,758,382,1064,1110,284,575,92,5992
126021499,15,40,23,9,13,11,3,9,0,138,6,32,23,4,3,3,0,8,0,82,7,16,8,4,5,7,0,0,0,43,298,541,457,244,470,540,139,335,60,3080
126021500,79,124,143,56,279,218,57,91,12,1056,34,80,36,16,67,39,9,27,5,327,13,38,20,10,12,11,3,4,9,120,3258,3649,3256,2048,14858,14898,3535,6525,712,52732
126021501,27,35,37,22,80,74,14,26,4,315,12,27,20,8,14,16,3,14,0,114,5,17,15,3,0,4,0,3,0,46,658,904,933,590,3166,3495,743,1580,172,12231
126021503,29,48,29,16,38,22,4,13,0,195,5,27,13,5,10,5,0,5,0,71,7,20,5,0,0,0,0,0,0,38,627,1009,759,367,1039,1011,236,459,102,5606
126021590,0,9,3,3,4,8,0,0,0,34,3,6,6,3,0,5,0,0,0,14,0,5,0,0,0,0,0,0,0,6,85,161,92,40,81,137,32,78,9,717
126021722,9,19,9,8,3,9,0,0,0,55,0,12,4,0,4,0,0,4,0,23,0,4,5,0,0,4,0,0,0,14,90,205,152,109,154,218,58,108,17,1107
126021723,26,56,42,13,18,26,3,12,3,202,13,21,15,4,7,5,3,4,0,70,3,15,4,0,0,3,0,0,0,37,583,943,728,325,702,782,187,338,84,4680
126021724,26,29,30,7,29,29,6,9,6,177,8,17,17,5,4,13,0,4,4,67,0,3,4,0,0,4,6,0,0,23,725,962,675,360,964,827,197,354,117,5186
126021725,6,16,7,7,20,4,5,4,0,71,3,8,4,0,7,6,0,0,0,30,0,0,0,0,3,0,0,0,0,12,286,328,322,183,485,378,59,142,47,2223
127011504,9,9,8,8,5,3,0,0,0,51,0,11,0,0,10,3,0,0,0,16,0,0,0,0,0,0,0,0,0,10,207,252,190,129,299,240,50,123,34,1527
127011505,21,20,22,10,10,12,8,22,3,129,3,12,11,0,4,6,0,7,0,49,0,3,4,0,0,8,0,0,0,19,565,517,460,256,673,633,156,489,102,3846
127011592,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,13,3,17,56,5,70,8,238
127011593,0,6,3,4,8,5,5,0,0,27,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,117,156,88,62,147,141,25,83,25,854
127011594,4,10,7,3,5,4,5,0,0,44,3,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,6,203,309,207,128,232,205,71,119,46,1522
127011595,9,6,8,8,20,6,0,3,0,67,0,0,4,0,4,3,0,3,0,18,0,0,0,0,0,0,0,0,0,6,225,349,216,135,531,370,95,125,51,2102
127011596,9,10,3,0,6,5,0,3,0,31,0,8,4,0,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,4,287,463,293,155,386,322,55,150,43,2145
127011597,14,6,6,0,4,6,0,0,0,42,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,265,282,191,100,297,300,64,198,33,1728
127011726,5,8,6,3,6,11,0,3,0,45,4,3,7,0,0,3,0,0,0,19,0,6,4,0,0,0,0,3,0,7,147,192,156,84,209,228,50,176,20,1271
127011727,0,14,6,0,9,5,0,0,0,33,4,7,5,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,494,716,449,230,605,578,130,232,75,3501
127011728,11,10,4,6,4,4,5,4,0,49,4,5,7,4,0,0,0,0,0,18,0,4,0,3,0,4,0,0,5,16,310,408,312,156,377,411,90,195,71,2332
127011729,0,8,4,4,4,5,0,7,0,34,0,3,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,270,402,302,220,690,516,114,307,75,2901
127021509,10,24,14,0,18,0,0,4,0,67,0,9,3,0,3,0,0,4,0,28,3,0,0,0,0,0,0,0,0,6,386,523,348,193,424,315,76,148,62,2477
127021510,14,22,15,7,10,4,3,5,0,75,4,3,6,0,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,5,392,279,218,135,305,245,47,168,60,1857
127021511,36,41,36,17,46,32,18,15,7,251,15,14,10,7,14,3,3,12,0,79,3,11,0,0,5,9,0,0,3,25,1126,1128,873,418,1246,924,224,353,161,6454
127021512,15,6,4,0,7,8,0,6,0,44,8,3,0,0,0,3,0,0,0,20,3,0,0,0,0,0,0,0,0,6,376,256,164,97,210,170,38,98,44,1459
127021513,15,17,6,7,18,12,0,3,0,76,9,6,3,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,463,403,316,160,410,277,56,161,58,2316
127021514,8,9,5,0,3,3,0,4,0,28,3,0,5,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,162,224,168,97,156,132,38,71,36,1081
127021515,21,30,23,8,25,30,3,13,3,155,6,10,13,3,4,11,4,0,0,61,4,5,3,0,3,4,0,4,0,27,784,843,611,347,960,705,186,279,133,4848
127021516,4,7,9,3,5,5,0,6,0,40,10,5,6,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,4,237,267,213,133,295,238,51,143,41,1614
127021517,13,14,10,7,16,16,3,7,0,84,3,13,3,0,3,0,0,0,0,21,0,0,0,4,0,0,0,0,0,7,586,572,458,266,589,586,89,152,79,3376
127021518,16,21,14,10,37,22,0,20,0,144,4,6,11,3,8,8,0,5,3,50,0,0,0,0,5,3,0,0,3,21,385,454,473,300,1682,1184,326,627,119,5549
127021519,10,24,8,4,19,23,0,4,6,107,10,7,5,0,6,3,0,4,0,38,9,7,4,0,0,0,0,0,0,16,589,573,431,237,749,605,132,268,77,3664
127021520,7,16,6,5,12,6,0,10,0,53,4,3,0,0,9,0,0,0,0,24,0,0,0,0,0,0,0,0,0,9,255,166,196,92,440,171,50,107,37,1502
127021521,92,68,57,27,136,122,22,87,7,623,26,30,24,20,36,21,3,14,0,177,12,15,7,3,8,5,0,9,0,59,1947,1639,1526,813,4723,4074,972,2099,406,18200
127031522,12,19,16,12,21,7,0,10,0,103,3,15,7,0,0,0,0,0,0,34,3,7,0,0,4,0,0,0,0,16,530,831,565,292,721,495,120,293,86,3937
127031523,40,42,40,24,90,84,19,36,11,386,25,33,23,8,25,25,5,14,0,161,7,15,14,10,13,0,0,0,4,59,1574,1601,1224,789,3129,2849,660,1213,307,13355
127031524,23,22,19,15,34,28,8,16,4,162,5,12,5,5,11,7,0,3,0,48,0,3,4,0,3,3,0,0,0,18,712,714,607,395,1725,2022,558,1009,181,7927
127031599,9,3,4,0,4,0,0,3,0,18,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,143,123,97,59,127,117,28,67,31,783
127031601,14,15,13,10,17,25,0,6,0,101,0,0,5,0,6,3,0,3,0,37,5,0,0,0,0,0,0,0,0,12,580,478,431,222,1004,864,198,358,98,4229
127031730,6,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,240,329,189,83,166,180,40,98,32,1347
127031731,62,58,61,29,100,88,11,45,3,465,20,21,15,7,24,30,3,8,3,125,13,16,4,0,4,5,0,3,0,56,1843,1739,1781,1077,3982,3539,620,1233,333,16149
127031732,20,9,8,4,20,12,3,7,0,77,4,8,3,0,4,5,0,0,0,22,0,5,0,0,0,0,0,0,0,8,425,420,298,168,622,379,82,184,55,2637
127031733,40,48,37,12,68,44,7,26,3,284,7,11,7,10,20,10,3,7,0,81,4,3,12,4,0,5,0,0,0,33,1452,1473,1332,785,2650,2232,600,1103,245,11873
128011529,18,46,14,0,18,13,4,8,0,122,5,28,9,0,9,0,0,4,0,57,7,14,3,0,0,0,0,0,0,25,411,754,426,230,402,479,115,307,39,3166
128011530,56,64,48,19,38,36,10,27,6,296,23,35,20,9,13,12,5,8,0,121,8,22,11,10,3,9,0,0,5,67,2083,1887,1410,779,1453,1415,355,697,132,10203
128011531,29,49,43,23,25,30,11,20,3,221,3,30,25,13,14,11,0,12,0,107,3,24,5,8,3,9,3,0,3,56,686,1124,802,494,1145,1128,286,505,97,6271
128011602,49,87,80,39,61,62,16,34,10,437,15,48,24,18,30,17,3,6,8,169,9,27,8,0,9,6,5,0,5,74,1273,1902,1617,1000,2284,2667,503,1123,172,12538
