POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
319041521,37,1143,3,1181,19,492,5,523,4,107,0,114,65,1740,13,1820,25,687,0,714,36,944,6,981,3,111,0,113,70,1735,9,1812,63,1827,7,1902,53,1439,8,1501,13,217,0,229,133,3476,16,3625
319051522,20,459,0,482,14,184,0,199,3,42,0,41,30,681,0,723,8,239,3,250,16,318,0,335,0,44,0,49,23,603,6,628,26,698,3,730,23,508,0,531,3,84,0,90,56,1285,6,1351
319051523,0,99,0,102,5,29,0,36,0,3,0,7,10,138,0,146,0,63,0,67,4,76,0,82,0,16,0,14,8,153,0,164,4,158,0,164,5,109,0,118,3,19,0,23,11,288,0,305
319051524,100,3230,11,3341,50,1048,8,1113,14,311,4,326,170,4585,21,4775,93,2216,9,2320,111,2295,11,2426,14,375,4,386,221,4885,27,5132,194,5443,25,5661,163,3349,22,3536,31,680,4,713,387,9470,50,9904
319051525,14,595,9,620,9,144,5,150,0,49,5,51,27,792,12,830,0,229,4,234,0,237,0,242,3,25,0,34,11,497,4,511,23,825,6,855,10,381,3,401,10,82,3,86,34,1290,17,1341
319051526,8,324,0,331,6,85,0,97,0,18,0,18,13,433,0,449,9,144,0,152,3,161,0,161,0,20,0,21,9,322,0,328,10,470,0,482,10,248,0,257,0,38,0,40,25,752,0,778
397979799,19,106,0,121,3,9,0,11,6,26,0,29,28,133,0,161,0,12,0,12,0,7,0,8,0,0,0,6,4,17,0,20,14,118,0,132,4,11,0,19,9,24,0,33,28,151,0,183
399999499,1629,48411,192,50228,763,22307,87,23161,292,7565,65,7915,2686,78283,341,81305,303,9296,51,9660,569,18870,78,19512,206,5402,45,5652,1083,33571,180,34824,1932,57707,242,59888,1329,41177,170,42670,496,12965,108,13571,3762,111856,520,116135
401011001,416,41565,79,42058,109,10333,35,10469,42,2335,19,2399,568,54232,124,54928,523,36087,71,36677,241,23709,49,24007,73,4169,11,4251,841,63961,132,64930,947,77646,143,78738,353,34044,82,34479,110,6504,29,6645,1407,118193,261,119861
401011002,18,1989,0,2006,7,1140,0,1147,0,199,7,197,27,3326,10,3359,24,2793,6,2825,22,3722,11,3752,8,605,7,618,49,7119,16,7188,44,4780,8,4827,31,4863,14,4899,8,801,11,818,76,10442,27,10546
401021003,4,460,4,470,8,246,0,253,0,40,0,40,10,750,0,762,0,253,0,259,7,460,7,473,0,61,3,64,10,771,8,791,7,715,4,725,13,705,6,722,0,103,3,102,19,1519,10,1551
401021004,3,1231,9,1239,6,810,0,820,0,105,0,106,10,2145,10,2171,0,764,5,766,7,1521,6,1536,6,153,0,155,9,2438,13,2463,6,1992,12,2005,12,2334,10,2361,3,256,0,265,23,4583,21,4627
401021005,0,476,3,478,0,309,0,309,0,42,0,41,0,822,3,827,0,349,0,347,4,663,3,674,0,81,0,81,4,1095,4,1101,3,822,6,827,4,974,3,975,0,125,6,126,9,1918,8,1935
401021006,12,1586,3,1607,0,537,9,543,4,99,0,98,21,2220,11,2251,7,636,0,648,0,1015,8,1022,0,108,0,111,8,1754,7,1775,21,2225,3,2248,3,1546,12,1569,3,204,0,206,32,3974,19,4024
401021007,30,2440,10,2485,8,1242,0,1251,4,163,0,169,38,3844,17,3902,17,1809,5,1833,29,2735,15,2778,3,317,0,322,49,4855,18,4932,51,4247,19,4315,37,3976,14,4029,3,481,3,489,92,8706,33,8835
401021008,4,464,4,471,0,189,0,190,0,35,0,39,9,690,5,699,3,178,0,183,0,317,6,318,0,40,0,41,0,536,5,546,5,644,4,655,0,509,6,513,0,70,0,75,6,1227,9,1244
401021009,0,193,0,192,0,115,0,121,0,17,0,17,0,325,3,324,0,113,0,116,0,212,0,213,0,15,0,15,6,340,0,344,0,301,0,307,5,327,3,333,0,28,0,28,0,664,3,667
401021010,6,418,0,424,0,194,0,196,0,33,0,36,5,643,0,656,5,204,0,202,0,295,0,301,0,29,0,29,5,533,0,535,4,619,0,627,6,494,0,497,0,65,0,67,12,1176,0,1193
401031011,10,1048,0,1058,0,607,0,608,0,75,0,75,14,1726,9,1740,8,865,0,869,6,1189,0,1191,0,102,0,103,10,2146,0,2161,10,1910,0,1930,7,1792,0,1801,0,175,0,172,19,3876,9,3904
401031012,6,818,4,829,0,468,0,479,0,54,0,54,12,1336,7,1360,0,538,0,549,7,848,0,855,0,80,0,81,13,1465,0,1480,13,1360,0,1374,8,1316,6,1326,0,135,0,131,24,2804,12,2838
401031013,17,3500,8,3521,0,1191,0,1198,3,221,0,226,22,4913,8,4942,30,3266,0,3303,15,3408,12,3435,0,394,4,399,49,7073,14,7138,48,6767,8,6823,15,4602,9,4631,0,620,6,623,67,11987,21,12079
401041014,3,283,0,289,0,160,0,161,0,14,0,14,5,455,0,468,4,184,0,186,0,229,0,230,0,20,0,20,3,433,0,440,10,468,0,475,3,392,0,393,0,35,0,38,7,888,5,903
401041015,17,1699,3,1717,6,929,3,934,0,112,0,119,23,2741,6,2768,8,1045,3,1054,12,1940,5,1958,4,161,0,166,18,3143,7,3173,21,2741,9,2772,15,2866,3,2890,5,278,0,278,42,5883,18,5941
401041016,9,1076,3,1092,7,642,0,648,0,68,0,67,15,1780,3,1801,4,788,0,795,7,1156,3,1161,0,113,0,117,8,2055,9,2070,8,1860,8,1884,10,1793,3,1811,4,179,0,180,23,3838,15,3872
401051017,31,4345,8,4380,10,1549,3,1561,4,210,0,216,43,6107,15,6165,16,3292,9,3314,20,3429,14,3459,3,312,0,317,42,7032,17,7085,42,7641,12,7694,28,4977,15,5023,7,527,0,535,81,13144,26,13251
401051018,10,2224,4,2238,8,907,0,911,0,136,0,143,19,3271,4,3294,12,1182,0,1190,10,1630,4,1640,0,138,0,145,20,2954,4,2978,23,3406,0,3430,14,2539,5,2560,5,279,0,283,41,6223,8,6275
401051019,9,1985,5,1995,9,898,0,907,0,125,0,126,19,3005,5,3033,12,1551,0,1564,16,1912,3,1932,0,189,4,192,27,3648,7,3689,21,3528,7,3564,25,2807,3,2831,0,321,4,322,54,6661,10,6717
401061020,5,499,0,506,3,245,0,243,0,28,0,28,11,764,0,774,3,394,0,400,4,473,0,482,0,48,0,48,9,914,3,935,10,889,0,901,10,717,0,730,0,72,0,72,21,1683,3,1705
401061021,12,1333,3,1348,8,744,4,753,4,76,0,83,23,2152,6,2180,7,960,3,974,21,1352,3,1383,0,149,0,148,35,2458,9,2506,20,2295,7,2325,31,2093,9,2131,5,223,3,228,55,4614,18,4686
401061022,6,527,0,528,5,293,0,297,0,37,0,37,6,856,0,862,4,546,0,547,6,839,0,845,0,80,0,79,4,1463,0,1477,4,1071,6,1080,5,1135,0,1141,0,114,0,117,17,2324,5,2335
401071023,16,2779,5,2799,10,1003,4,1016,0,135,3,145,27,3913,9,3954,8,2083,10,2096,17,2256,3,2276,0,248,5,255,25,4585,9,4628,27,4860,12,4896,26,3262,9,3296,3,386,7,395,50,8502,26,8585
401071024,21,3659,4,3685,12,1431,5,1443,4,195,3,202,34,5276,11,5324,21,3326,5,3348,31,3932,8,3968,4,419,6,425,48,7676,12,7741,43,6980,7,7031,37,5367,13,5413,4,611,9,626,83,12956,25,13065
402011025,21,1235,4,1261,4,254,3,258,0,82,0,81,23,1570,8,1603,0,393,0,400,3,433,0,441,0,55,0,55,4,878,7,894,24,1631,7,1661,10,689,4,699,0,134,0,136,30,2453,12,2491
402011026,17,1438,9,1460,22,913,4,936,5,149,0,155,43,2500,5,2551,27,1556,0,1586,38,2451,5,2491,6,270,6,279,67,4278,6,4354,42,2998,6,3046,56,3361,9,3425,9,418,7,430,112,6781,15,6906
402011027,8,568,0,580,0,233,0,239,9,43,0,52,12,850,3,865,3,266,0,273,3,294,5,305,0,28,0,28,8,585,11,600,12,836,0,852,5,523,8,538,9,72,0,81,24,1435,13,1470
402021028,6,397,0,406,6,260,0,267,4,34,0,43,16,694,3,715,7,565,5,572,14,834,0,847,3,96,0,93,26,1490,5,1519,16,957,5,979,21,1093,3,1118,8,133,0,135,44,2188,8,2237
402021029,28,1669,3,1699,8,393,0,405,10,106,0,114,39,2167,6,2211,8,767,4,787,23,712,0,735,0,105,3,112,29,1593,10,1630,31,2440,7,2482,32,1105,3,1136,5,212,3,228,71,3759,13,3840
402021030,53,2564,6,2628,19,1114,0,1135,10,236,6,248,86,3908,17,4007,64,3158,7,3227,66,3468,7,3548,14,608,0,627,148,7237,14,7399,115,5715,16,5854,88,4581,9,4683,23,844,6,870,229,11141,33,11408
402021031,5,191,4,198,5,193,0,195,0,33,0,33,10,412,4,427,3,333,0,341,8,434,3,442,0,62,0,63,16,830,4,844,10,523,3,534,15,629,3,639,0,96,0,94,23,1241,8,1270
402021032,15,740,5,755,14,423,5,446,0,61,0,67,29,1225,7,1263,11,628,0,640,20,865,5,884,0,103,0,103,27,1593,0,1626,27,1365,5,1394,30,1286,5,1322,4,164,0,170,54,2814,11,2889
402021033,6,124,0,126,0,55,0,55,0,8,0,8,6,184,0,190,0,49,0,50,0,121,0,120,0,12,0,12,0,179,0,180,8,170,0,175,0,175,0,176,0,16,0,16,8,362,4,372
402021034,6,528,0,534,8,506,4,519,3,49,0,60,25,1086,4,1111,10,530,6,553,17,1088,5,1113,0,130,0,129,37,1743,8,1792,22,1062,6,1092,28,1594,10,1626,5,178,0,186,60,2826,13,2899
402021035,20,1720,9,1747,7,552,5,564,0,98,0,104,25,2373,12,2403,4,740,0,747,7,645,3,658,0,90,0,96,13,1477,9,1493,22,2458,10,2491,9,1194,6,1214,0,193,3,196,33,3845,13,3902
402031036,99,7789,20,7908,33,2210,0,2245,6,415,3,424,139,10409,26,10577,24,2446,6,2477,41,2511,9,2563,3,294,0,301,73,5257,13,5337,127,10233,26,10392,71,4726,8,4806,12,705,3,724,207,15668,38,15915
402031038,15,1869,0,1889,6,862,0,876,3,115,4,119,34,2844,4,2879,13,963,0,977,20,1424,6,1451,3,121,0,124,36,2506,3,2550,29,2831,0,2868,31,2287,6,2316,9,236,4,240,69,5349,10,5428
402031175,10,1080,0,1091,0,444,0,449,0,107,0,111,12,1626,3,1646,12,907,0,925,8,1019,3,1031,5,149,0,158,27,2078,5,2113,29,1985,0,2016,9,1467,3,1479,5,255,5,265,44,3709,10,3762
402031176,7,550,0,549,3,378,0,381,0,57,0,57,5,985,5,992,3,397,0,397,7,609,0,621,3,44,0,53,11,1055,5,1073,3,945,3,952,13,987,0,998,3,103,0,110,21,2034,6,2060
402041039,0,294,0,294,0,103,0,102,0,22,0,22,0,416,0,410,0,22,0,22,0,31,0,34,0,3,0,9,0,58,0,61,0,311,0,311,0,136,4,137,0,24,0,24,0,470,4,475
402041040,7,527,0,533,10,398,0,401,0,50,0,50,11,974,0,988,8,537,0,543,12,987,0,1003,7,95,0,100,24,1618,0,1643,14,1065,0,1080,19,1386,0,1405,3,144,4,148,38,2591,3,2633
402041041,20,1326,8,1347,11,413,6,424,0,73,0,79,32,1810,8,1848,7,583,0,593,4,647,0,653,0,78,6,83,13,1310,3,1328,27,1908,4,1941,11,1064,3,1081,3,151,4,154,43,3122,12,3175
402041042,5,309,0,318,4,174,0,180,0,30,0,30,9,510,0,517,0,175,0,181,3,246,0,248,3,36,0,37,6,455,0,464,3,488,0,490,9,421,0,428,3,65,0,64,14,969,0,981
402041043,8,535,0,538,6,270,3,275,0,40,0,42,8,847,4,854,4,476,0,478,15,572,0,591,0,65,0,66,21,1109,0,1137,9,1002,0,1015,19,845,4,869,0,106,0,103,32,1952,4,1993
402041044,0,318,0,322,4,274,0,278,0,35,0,36,10,626,0,632,10,341,0,358,0,601,0,606,0,69,0,73,17,1018,0,1032,11,660,0,675,5,879,0,885,4,107,0,109,23,1645,0,1669
402041046,48,2996,9,3052,24,1168,3,1191,3,231,0,241,76,4397,12,4480,40,2140,5,2186,42,2400,3,2442,3,280,4,292,88,4830,8,4921,86,5138,10,5237,62,3570,6,3633,10,519,9,531,158,9222,22,9404
402041047,22,1222,3,1240,3,452,0,454,0,65,0,62,28,1732,3,1760,9,582,0,588,10,830,0,840,0,70,0,72,16,1486,0,1500,23,1802,3,1826,12,1280,0,1298,7,135,0,139,40,3219,0,3266
402041048,155,9056,24,9240,19,1356,6,1379,14,425,0,439,200,10832,23,11062,42,2357,4,2402,27,1182,5,1211,14,229,5,244,75,3765,10,3858,202,11413,29,11642,48,2537,9,2591,29,654,5,686,276,14597,38,14919
402041171,33,3407,8,3440,7,906,0,918,5,153,0,153,44,4460,6,4513,19,1419,3,1438,16,1318,0,1335,5,161,3,166,31,2897,5,2935,48,4825,10,4879,21,2225,0,2247,5,309,0,321,76,7360,10,7452
402041172,46,4238,15,4294,19,1031,3,1056,5,224,0,228,63,5491,19,5574,12,1002,4,1021,10,848,0,860,0,110,0,112,21,1962,7,1995,58,5243,19,5315,29,1879,6,1916,3,333,0,341,89,7455,27,7565
402051049,10,1255,10,1274,0,616,0,619,0,105,0,106,15,1973,5,1995,10,765,0,770,13,1307,4,1326,5,132,0,130,21,2199,5,2225,21,2022,5,2047,23,1920,4,1937,5,243,0,242,40,4176,10,4227
402051050,0,146,0,151,0,86,0,92,0,12,0,12,0,246,0,250,3,123,0,127,0,212,0,211,0,16,0,16,4,349,0,353,4,270,0,273,0,298,0,303,0,23,0,23,4,597,0,601
402051051,0,292,0,297,0,218,0,218,0,11,0,14,0,521,0,529,0,163,3,164,0,319,0,319,0,22,0,22,0,507,3,510,0,457,4,460,0,537,0,543,0,34,0,37,0,1032,4,1041
402051052,35,2885,10,2925,21,1537,0,1557,8,234,0,243,58,4649,11,4723,36,2454,0,2487,45,3691,3,3746,6,427,5,436,88,6568,10,6667,67,5338,6,5414,66,5228,10,5302,8,660,8,673,148,11224,18,11390
402051053,6,510,0,517,3,296,0,299,0,39,0,39,11,842,0,853,4,448,0,453,7,683,4,695,0,67,0,65,17,1193,4,1212,13,957,0,968,9,980,4,990,0,104,0,102,23,2039,4,2067
402051054,0,489,0,494,8,342,0,348,0,27,0,27,7,865,0,873,3,301,0,308,6,623,0,632,0,52,0,57,10,977,0,992,7,790,0,797,16,967,4,982,0,83,0,84,19,1841,8,1863
402051055,10,1007,0,1017,4,462,0,473,0,81,0,81,14,1547,3,1565,5,602,0,609,16,1078,0,1097,0,102,0,102,20,1787,5,1811,17,1605,4,1622,21,1544,7,1569,0,188,0,188,39,3332,5,3374
403011056,7,1087,5,1095,8,931,0,941,0,87,0,90,10,2112,4,2122,15,1113,0,1122,13,1838,7,1860,5,194,3,202,29,3142,7,3184,16,2195,3,2214,24,2770,6,2797,9,280,3,287,43,5251,16,5303
403011057,11,2272,0,2288,8,1247,3,1259,0,164,4,171,21,3687,11,3723,5,1516,7,1530,22,2631,6,2657,4,234,4,241,34,4380,15,4428,18,3790,12,3819,34,3875,11,3916,3,400,4,411,57,8062,23,8147
403021058,23,2626,9,2662,3,863,0,873,3,141,0,141,31,3633,12,3675,9,924,3,944,21,1294,5,1316,5,141,0,141,33,2365,3,2402,38,3554,8,3606,24,2157,7,2184,4,281,0,291,62,5995,21,6076
403021059,3,371,0,374,6,313,0,319,0,31,0,31,8,714,0,729,3,306,0,306,10,601,4,610,0,45,0,46,9,948,4,959,3,672,0,682,12,912,8,929,0,76,0,78,22,1663,8,1682
403021060,4,302,0,302,5,171,0,179,0,17,0,17,3,490,0,495,5,197,0,198,3,294,3,300,0,22,0,22,6,506,3,516,5,499,0,504,3,466,3,474,0,34,0,34,11,998,3,1011
403021061,23,2671,8,2702,4,740,4,745,8,152,0,159,36,3562,9,3609,19,1948,8,1974,16,1624,3,1647,5,233,0,240,37,3812,14,3859,44,4618,14,4678,21,2366,10,2391,10,387,0,396,76,7375,23,7472
403021062,12,1049,0,1062,3,463,4,472,0,77,0,77,11,1590,9,1612,8,564,4,572,8,912,6,921,0,82,0,82,15,1552,3,1569,14,1616,8,1633,12,1375,3,1386,0,157,0,157,29,3144,13,3182
403021063,0,265,0,267,5,148,0,156,0,12,0,12,3,436,0,438,0,190,0,190,0,323,0,323,0,26,0,26,0,542,0,542,0,460,0,457,5,476,0,478,0,42,0,42,3,975,0,979
403021064,9,1085,5,1096,12,1099,0,1111,3,110,0,115,22,2288,4,2320,12,1127,0,1141,27,2709,6,2744,0,253,0,254,43,4082,9,4135,21,2214,4,2240,43,3802,11,3854,3,364,0,366,64,6379,15,6454
403031065,0,215,0,216,0,150,3,149,0,14,0,14,0,372,0,381,3,248,0,248,3,415,0,424,0,39,0,45,6,703,0,714,6,459,0,463,3,566,3,568,0,52,0,51,13,1080,0,1090
403031066,17,1988,5,2013,0,776,0,780,5,158,0,166,26,2926,3,2958,37,3424,5,3466,34,3667,8,3711,5,674,3,681,78,7768,12,7863,58,5412,5,5483,39,4441,8,4490,3,839,6,843,100,10695,20,10814
403031067,0,628,0,630,7,499,0,502,0,53,0,53,7,1179,0,1182,6,403,0,406,6,904,0,914,0,53,0,53,13,1363,0,1377,4,1032,0,1042,8,1403,0,1413,0,106,0,106,16,2538,3,2556
403031068,11,2311,8,2331,7,910,0,918,0,141,0,141,18,3361,10,3385,3,1164,3,1172,15,1710,0,1727,3,154,0,160,21,3028,7,3054,16,3475,12,3500,23,2619,0,2646,3,289,0,296,45,6388,15,6442
403031069,6,1416,4,1422,13,801,3,811,0,91,0,94,19,2303,6,2330,4,1179,0,1187,3,1622,0,1634,3,155,0,155,10,2958,3,2972,13,2597,4,2611,13,2424,3,2446,3,244,0,250,30,5267,9,5305
403031070,18,1346,6,1364,7,637,4,642,0,106,0,105,28,2082,11,2116,4,637,0,643,8,744,0,758,0,82,0,86,18,1467,0,1484,24,1984,6,2006,17,1383,10,1403,9,190,0,193,44,3547,5,3602
403041071,0,335,0,336,0,310,0,316,0,33,0,33,3,679,0,686,5,357,0,362,13,784,0,799,0,63,0,65,14,1210,0,1228,5,694,0,696,10,1101,0,1107,0,100,0,100,14,1891,4,1911
403041072,3,691,0,702,5,427,0,432,3,42,0,44,17,1163,0,1178,9,425,0,434,9,847,0,863,3,90,0,89,20,1365,0,1389,14,1123,0,1140,20,1274,3,1293,8,136,0,133,37,2526,5,2573
403041073,12,1275,3,1284,13,752,7,772,0,125,0,132,24,2151,10,2190,34,1564,0,1602,41,2147,10,2197,5,261,0,272,79,3977,12,4064,43,2838,4,2890,56,2901,16,2967,9,393,3,403,104,6124,20,6258
403041074,9,680,3,694,10,443,0,460,0,43,0,43,21,1169,6,1191,10,701,3,714,23,1179,0,1205,0,123,0,129,37,2006,0,2040,24,1381,5,1407,32,1622,0,1661,0,169,0,170,56,3170,8,3240
403041075,0,187,0,182,0,85,0,88,0,12,0,12,0,279,4,290,0,74,0,74,0,111,0,111,0,12,0,12,0,194,0,198,0,256,0,258,0,193,0,198,0,23,0,23,4,480,4,488
403041076,0,115,0,117,0,91,0,91,0,6,0,6,0,218,0,219,0,65,0,69,3,134,0,139,0,15,0,15,4,216,0,223,3,181,0,189,3,231,0,230,0,19,0,19,5,435,0,439
403041077,0,357,0,362,0,268,0,271,3,42,0,43,4,660,0,666,0,209,0,209,3,386,0,392,0,36,0,36,0,632,0,632,3,566,0,567,0,658,0,656,3,75,0,71,9,1292,0,1302
403041078,9,371,0,378,3,203,0,205,0,33,0,33,7,608,0,617,4,169,0,168,5,342,0,347,0,24,0,24,5,533,4,540,6,540,0,549,11,546,0,551,0,53,0,61,16,1142,4,1162
403041079,0,81,0,81,0,79,0,81,0,8,0,8,3,169,0,171,3,98,0,99,3,170,0,176,0,11,0,11,6,278,0,284,5,174,0,180,4,254,0,257,0,20,0,20,6,449,0,460
403041080,0,383,0,391,0,272,0,275,0,32,0,32,7,688,0,689,4,287,0,285,0,600,0,606,0,47,0,49,13,928,0,940,9,669,0,677,8,873,0,877,0,77,0,80,12,1619,3,1631
403041081,3,61,0,62,0,0,0,0,0,4,0,4,3,61,0,63,0,4,0,4,0,0,0,0,0,0,0,0,0,12,0,12,3,67,0,71,0,3,0,3,0,4,0,4,3,73,0,73
403041082,51,4458,18,4525,10,781,3,791,0,170,0,180,60,5408,23,5495,7,695,0,709,5,554,0,555,5,83,0,85,14,1326,0,1349,59,5152,20,5227,14,1332,3,1349,3,255,0,259,76,6737,23,6835
403041083,8,1256,3,1263,7,541,8,552,0,79,0,83,15,1874,10,1894,9,645,0,650,13,1076,3,1090,0,138,0,138,19,1850,7,1881,15,1895,9,1913,20,1619,5,1640,4,214,0,219,32,3728,20,3778
403041084,4,618,0,625,4,407,0,406,0,46,0,50,5,1068,7,1080,3,715,4,726,13,1072,0,1091,4,87,0,90,21,1878,6,1902,9,1337,6,1353,18,1478,3,1499,3,132,0,138,32,2948,9,2988
403041085,3,338,0,349,7,256,0,263,0,32,0,32,13,625,0,636,3,380,0,383,14,659,0,669,0,68,0,68,17,1107,0,1123,9,718,0,728,17,916,5,932,0,102,0,102,28,1734,5,1764
403041086,12,720,0,731,4,428,0,436,0,61,0,64,15,1212,0,1234,8,536,0,541,10,769,6,789,0,82,0,83,22,1388,7,1414,18,1256,4,1274,13,1199,6,1223,4,142,0,147,36,2599,12,2647
403041088,6,423,0,430,0,256,5,263,0,36,0,37,9,718,5,729,5,204,0,205,5,394,0,395,0,48,0,48,9,640,7,649,6,624,0,635,5,651,4,659,0,84,0,83,12,1360,4,1375
403041089,0,288,0,283,3,219,0,221,0,23,0,25,4,529,0,538,0,220,0,222,4,471,0,476,0,41,0,41,12,729,0,740,3,504,0,504,5,696,0,701,4,65,0,71,14,1261,0,1270
403041177,13,1126,0,1143,15,517,0,529,0,86,0,86,33,1729,0,1760,13,581,0,592,18,1090,0,1110,4,83,0,90,36,1757,0,1794,28,1706,0,1736,33,1607,0,1643,4,173,0,175,61,3489,3,3554
403041178,6,214,0,217,0,136,0,138,0,21,0,21,6,363,0,371,0,157,0,159,0,268,0,271,0,31,0,27,3,454,0,455,0,369,0,370,4,399,0,405,0,46,0,45,5,819,0,827
404011090,21,2544,6,2575,8,634,0,643,0,160,4,167,28,3340,10,3380,13,1528,5,1551,13,1415,5,1428,3,241,0,246,33,3187,13,3224,37,4076,18,4129,16,2051,8,2075,8,401,4,408,57,6528,24,6609
404011091,9,1365,0,1375,4,606,0,611,0,88,0,93,12,2061,3,2076,12,860,0,869,11,1181,9,1200,0,120,0,115,21,2160,6,2183,21,2223,0,2243,17,1786,5,1808,0,207,4,209,32,4218,12,4264
404011092,6,849,3,857,3,606,0,612,5,78,0,82,10,1537,3,1550,4,675,0,681,10,1184,4,1196,0,110,0,111,13,1971,3,1984,8,1521,5,1539,9,1792,4,1807,3,192,0,196,26,3504,7,3537
404011093,51,4477,15,4543,20,1597,0,1617,3,274,3,276,75,6346,21,6442,51,2631,8,2683,30,2623,9,2661,3,285,3,292,80,5545,11,5634,101,7113,19,7227,47,4226,9,4284,6,556,7,573,152,11891,32,12079
404011094,22,1737,6,1765,7,465,0,471,0,88,0,90,32,2284,9,2322,8,511,0,520,6,507,0,518,0,55,0,59,18,1072,5,1095,30,2248,6,2283,19,973,0,989,0,137,3,144,47,3360,13,3417
404011095,6,608,0,616,5,344,0,346,0,46,0,46,12,996,5,1010,8,519,3,529,12,755,0,767,6,90,0,93,25,1363,6,1397,17,1125,6,1146,15,1097,3,1116,6,141,0,145,36,2360,5,2404
404011096,8,676,3,690,3,651,0,656,0,62,0,64,13,1390,3,1410,6,693,0,700,23,1481,0,1503,0,123,0,124,28,2296,3,2330,13,1374,7,1394,28,2131,0,2160,3,183,0,191,41,3686,11,3742
404011097,42,2980,3,3020,19,1225,4,1249,3,179,0,186,65,4384,7,4457,17,1584,0,1603,24,1967,8,2002,6,191,6,199,48,3744,10,3800,49,4561,10,4623,46,3188,13,3250,10,376,6,386,108,8128,21,8259
404021098,0,92,0,95,0,10,0,10,0,0,0,0,0,105,0,105,0,10,0,10,0,0,0,0,0,0,0,0,0,11,0,11,0,102,0,104,0,12,0,12,0,0,0,0,0,112,0,114
404021099,13,984,4,1002,14,453,0,464,6,73,0,75,25,1514,4,1542,4,619,0,625,15,936,0,953,3,116,0,123,23,1673,5,1700,15,1604,4,1623,25,1391,0,1420,11,188,0,196,55,3184,4,3243
404021100,27,3293,16,3331,9,475,3,486,4,164,0,169,35,3928,16,3986,11,793,0,805,11,635,3,652,4,83,0,84,30,1511,4,1543,40,4081,14,4140,22,1113,7,1140,5,251,0,257,66,5444,23,5533
404021101,83,5430,27,5537,27,1415,4,1449,5,362,0,370,128,7205,27,7357,61,2105,3,2167,35,1753,3,1802,10,224,3,238,112,4091,8,4212,148,7535,27,7704,69,3170,10,3250,20,592,6,613,235,11293,42,11565
404021102,168,13087,54,13312,34,2302,7,2345,21,659,5,683,222,16047,69,16338,51,3069,4,3121,20,1845,7,1875,8,268,4,283,81,5182,14,5279,219,16156,54,16433,56,4149,22,4222,26,926,3,963,302,21236,84,21616
404021103,0,85,4,87,0,4,0,4,0,8,0,8,0,96,4,100,0,11,0,11,0,4,0,4,0,0,0,0,0,14,0,14,0,95,4,93,0,13,0,13,0,11,0,11,0,111,4,111
404031104,22,2633,3,2657,0,1016,0,1016,3,274,5,281,30,3919,5,3956,7,1094,0,1105,8,1204,0,1222,7,270,0,274,26,2573,4,2593,29,3728,3,3756,15,2220,0,2237,14,544,5,553,54,6492,7,6553
404031105,0,111,0,115,0,117,0,118,0,15,0,15,0,242,0,245,0,83,0,83,0,170,0,174,0,13,0,13,0,270,0,267,0,196,0,196,5,289,0,289,0,31,0,31,4,513,0,516
404031106,13,1726,0,1746,0,490,0,494,0,102,0,107,19,2325,9,2352,13,1272,0,1288,9,929,0,935,0,138,0,141,23,2343,0,2371,29,3001,0,3036,12,1419,4,1432,4,245,0,250,41,4673,5,4719
404031107,55,6498,8,6564,15,1749,3,1773,0,364,4,364,72,8610,16,8701,30,3090,0,3125,26,3177,9,3210,7,409,3,412,57,6676,8,6741,86,9591,11,9686,38,4928,16,4980,8,762,9,777,131,15284,31,15444
404031108,78,8980,22,9083,25,2460,5,2489,6,498,5,510,106,11941,39,12089,50,4639,9,4697,34,3915,12,3963,8,493,3,504,94,9045,23,9164,128,13624,30,13784,55,6375,19,6450,18,993,9,1012,201,20991,58,21246
404031109,7,317,4,322,0,215,0,215,0,25,0,25,7,560,4,565,4,211,0,218,4,361,0,364,0,43,0,46,9,616,0,628,12,527,4,544,4,575,0,581,0,72,0,76,14,1178,3,1193
405011110,11,1166,7,1183,0,311,4,309,0,62,0,67,10,1544,9,1564,5,546,6,547,4,669,0,677,3,87,0,86,11,1298,3,1310,13,1708,12,1736,6,973,8,985,3,146,0,153,23,2836,19,2873
405011111,11,1178,3,1196,0,357,0,365,0,85,0,87,18,1620,0,1646,3,567,6,578,11,790,0,806,0,115,0,119,15,1477,7,1501,12,1746,9,1769,14,1150,0,1170,4,201,0,203,28,3099,14,3142
