POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
106031120,9,196,0,203,3,160,0,165,3,29,0,37,19,386,0,409,13,151,0,158,18,315,0,338,9,38,0,41,40,501,0,537,20,346,0,364,31,475,0,504,13,66,0,79,58,883,0,947
106031121,85,1608,8,1698,53,1104,4,1164,12,286,0,303,150,2995,10,3158,54,1242,0,1294,91,2273,13,2374,22,444,5,474,167,3953,22,4141,136,2848,9,2992,148,3373,19,3536,39,730,5,772,318,6951,27,7303
106031122,304,5642,27,5975,63,921,0,984,31,370,7,411,404,6934,31,7362,95,1867,8,1977,137,1807,0,1948,29,312,0,343,267,3984,13,4258,401,7513,32,7947,201,2724,3,2931,60,677,6,750,665,10914,44,11626
106031123,9,325,4,333,9,107,0,117,0,25,0,25,20,451,4,475,7,134,0,139,6,155,0,167,3,20,0,24,13,316,3,326,16,457,4,475,15,264,0,280,3,41,0,51,34,768,3,808
106031124,9,285,0,298,9,184,0,192,3,51,0,61,24,521,0,548,9,207,3,222,23,349,3,379,12,60,0,73,50,617,8,669,15,495,8,516,35,534,3,572,19,113,0,134,75,1142,8,1222
106031125,130,3634,3,3775,38,647,0,695,14,309,5,326,182,4590,11,4789,62,1231,5,1296,66,935,5,1010,19,197,3,218,150,2360,11,2522,194,4862,13,5066,108,1589,4,1697,31,502,8,538,332,6948,24,7307
106041126,305,3921,25,4250,54,595,0,649,37,356,4,401,392,4877,27,5295,127,1610,6,1742,133,1154,10,1292,28,245,0,274,281,3013,19,3306,426,5535,29,5991,181,1752,6,1944,63,601,5,669,676,7888,42,8603
106041127,53,1125,0,1180,13,167,0,177,10,77,3,81,79,1366,3,1443,24,365,4,392,20,296,0,318,4,50,0,51,48,709,4,764,79,1490,5,1571,35,460,0,497,10,123,3,133,120,2072,7,2206
106041128,59,869,8,930,22,239,0,259,8,44,0,55,82,1155,6,1248,40,807,9,853,39,748,0,789,8,93,0,98,90,1647,8,1745,100,1674,10,1783,63,983,4,1049,15,139,0,157,174,2795,20,2989
106041129,42,895,7,941,7,203,6,209,4,82,0,84,50,1177,10,1239,28,567,0,597,39,486,0,521,5,77,0,81,73,1131,3,1203,67,1464,7,1538,42,689,5,731,10,161,3,172,124,2305,15,2442
107011131,37,1114,5,1159,31,669,0,704,16,276,0,287,92,2058,8,2151,26,1044,4,1068,56,1552,0,1612,11,382,0,391,95,2977,3,3077,65,2159,7,2229,91,2219,0,2317,27,654,6,680,184,5034,12,5228
107011132,14,449,0,465,4,146,0,151,0,49,0,53,19,646,6,670,15,307,0,319,11,350,3,368,4,67,0,72,27,725,5,758,26,752,4,783,17,499,3,513,9,116,0,121,52,1368,8,1423
107011133,54,2598,4,2658,15,322,0,335,7,200,4,212,70,3119,12,3202,13,368,0,385,6,145,0,148,0,67,0,68,18,582,0,598,66,2968,4,3040,19,464,0,484,5,267,4,277,88,3703,12,3793
107011134,141,5328,14,5477,33,1247,4,1287,18,553,5,580,194,7124,21,7340,33,1327,7,1369,37,1461,0,1503,8,374,0,384,77,3160,9,3257,173,6657,15,6847,76,2710,4,2786,31,920,10,957,270,10291,31,10589
107011545,16,503,0,520,9,261,0,269,0,94,0,95,24,860,0,886,11,290,0,305,12,452,0,468,12,131,0,141,34,877,3,913,22,798,0,822,24,712,0,739,11,221,0,231,60,1733,3,1799
107011546,73,3018,3,3098,27,870,0,894,9,335,0,340,103,4219,8,4336,41,1219,3,1262,45,1421,9,1472,15,422,0,437,105,3062,6,3176,116,4238,8,4359,71,2288,9,2369,25,756,0,781,210,7286,14,7510
107011547,4,115,0,116,4,93,0,103,3,35,0,37,14,240,0,255,5,88,0,96,7,113,0,117,3,38,0,41,11,245,0,261,7,204,0,212,13,208,0,221,8,72,0,78,26,481,3,513
107021135,0,16,0,16,0,9,0,6,0,9,0,9,0,33,0,35,0,7,0,7,0,0,0,0,0,0,0,4,0,7,0,8,0,20,0,20,0,7,0,13,0,12,0,12,0,42,0,43
107031136,21,649,0,671,16,404,0,421,9,128,0,141,52,1181,3,1232,33,607,3,641,41,890,4,934,7,213,0,220,83,1708,5,1796,63,1255,4,1314,58,1292,4,1352,16,337,0,358,134,2885,7,3031
107031137,53,1065,0,1125,19,472,0,495,6,186,0,190,73,1726,7,1805,23,438,6,467,25,690,3,721,11,172,4,176,62,1299,7,1365,74,1507,6,1587,47,1159,4,1213,14,355,4,373,134,3023,10,3172
107031138,19,811,3,832,10,444,3,462,7,94,0,102,32,1355,3,1392,14,598,6,614,25,1117,0,1148,6,196,0,200,52,1907,10,1968,36,1408,7,1449,42,1563,3,1607,16,286,0,303,82,3260,10,3360
107031139,6,222,6,232,0,115,0,120,0,27,0,27,12,360,6,369,4,105,0,108,14,204,0,215,0,33,0,33,15,339,0,353,16,324,0,340,10,317,0,329,0,55,0,55,27,698,0,724
107031140,20,649,5,675,7,373,0,382,7,76,0,82,29,1101,7,1138,11,342,0,356,19,628,0,644,9,101,0,103,27,1070,5,1105,26,997,5,1027,22,994,0,1023,11,180,0,185,61,2171,10,2246
107031141,31,956,0,990,5,424,5,431,0,171,0,176,43,1549,4,1594,24,644,0,670,20,871,0,889,5,275,0,283,56,1786,0,1846,61,1604,0,1661,28,1290,0,1326,15,443,0,453,98,3335,5,3444
107031142,47,1829,4,1882,36,778,0,819,24,398,3,420,107,2999,11,3118,51,1448,5,1506,61,1850,8,1919,22,868,0,893,138,4164,14,4318,102,3278,10,3388,95,2627,12,2738,47,1261,4,1310,247,7166,24,7437
107031143,28,823,0,857,15,491,0,505,9,187,0,201,57,1509,0,1564,37,849,3,886,36,1149,4,1191,14,295,6,313,96,2293,12,2393,73,1671,5,1745,51,1641,11,1700,27,484,6,512,147,3795,13,3960
107041144,37,1751,4,1789,23,948,5,975,10,333,0,344,68,3027,6,3102,29,1217,0,1241,31,1556,8,1595,7,463,3,480,69,3239,10,3314,62,2962,0,3028,54,2504,10,2566,22,800,5,823,134,6263,19,6419
107041145,17,894,4,917,16,511,3,534,7,180,0,187,51,1585,7,1641,19,754,0,771,20,1082,6,1109,7,256,0,267,48,2094,8,2146,40,1651,3,1698,44,1595,10,1640,13,435,5,451,95,3675,14,3784
107041146,25,1486,7,1521,15,882,0,900,12,254,0,271,58,2625,7,2687,30,1536,0,1575,34,1759,4,1795,11,480,3,497,81,3777,9,3868,58,3024,8,3095,51,2641,9,2693,28,736,4,763,134,6403,14,6554
107041147,21,670,0,686,8,275,0,287,5,119,0,123,32,1060,0,1100,3,263,0,266,6,529,0,539,4,140,0,144,13,929,0,948,25,926,0,952,18,810,0,824,10,259,0,265,49,1991,3,2044
107041148,14,576,0,586,9,424,0,428,3,165,0,166,18,1162,0,1181,9,419,0,425,16,820,6,840,7,215,0,223,33,1449,7,1491,19,991,0,1015,25,1239,6,1270,7,376,4,394,54,2617,9,2676
107041150,32,1084,0,1118,6,587,0,596,9,208,0,214,50,1875,4,1934,18,824,3,841,38,1252,3,1296,13,349,0,357,69,2421,10,2497,49,1903,4,1962,49,1837,9,1893,21,556,0,576,121,4297,12,4427
107041548,154,6044,18,6208,58,2254,0,2311,38,1090,6,1132,249,9380,23,9650,173,5406,9,5591,116,4520,5,4648,56,1745,3,1803,348,11676,16,12043,323,11450,24,11796,175,6770,5,6951,96,2831,7,2939,597,21054,40,21688
107041549,22,1661,7,1689,16,551,4,576,7,230,4,239,43,2437,12,2495,51,2608,0,2657,45,2377,0,2425,19,479,0,503,113,5466,6,5584,75,4261,7,4348,57,2930,5,2998,23,709,3,736,159,7904,18,8082
108011151,32,447,6,477,10,187,4,201,3,51,0,47,42,675,3,726,3,213,3,223,19,338,0,356,6,53,0,61,30,605,3,636,36,656,5,699,30,526,4,558,10,103,0,109,77,1279,11,1367
108011152,65,1208,4,1281,47,721,3,772,10,133,0,140,118,2060,14,2194,26,955,8,994,80,1498,16,1591,14,212,3,226,122,2662,23,2808,90,2159,21,2274,129,2216,18,2364,26,343,0,372,243,4727,43,5010
108011153,21,357,4,379,9,230,4,242,5,53,0,57,37,637,12,686,7,175,0,183,14,379,6,396,3,42,3,51,21,592,4,620,33,529,4,561,19,609,5,636,7,95,3,111,58,1236,18,1306
108011154,46,597,10,653,23,290,0,313,4,73,4,85,74,964,12,1049,17,474,3,500,38,637,6,686,6,87,0,96,60,1209,10,1278,72,1074,7,1149,59,928,16,1001,12,163,0,179,134,2169,24,2329
108021155,173,2061,19,2252,94,810,8,907,30,203,4,237,296,3078,29,3396,187,1589,8,1784,190,1652,22,1857,43,283,0,332,421,3527,34,3983,354,3649,27,4036,282,2460,29,2770,71,491,4,565,713,6601,63,7373
108021156,31,599,4,637,18,303,4,335,4,72,3,75,51,977,14,1044,16,272,4,287,9,362,3,374,6,62,0,64,32,693,0,727,46,871,9,924,30,665,9,703,6,132,3,145,81,1673,16,1770
108021157,33,655,0,691,11,313,0,326,4,74,0,77,52,1037,5,1094,23,472,0,489,35,584,4,626,8,65,0,75,61,1120,11,1189,50,1128,6,1183,48,892,9,947,15,134,0,150,112,2157,15,2283
108021158,24,397,0,427,34,307,3,345,6,49,0,58,63,752,8,824,31,398,0,422,41,585,6,637,10,79,0,90,80,1067,6,1152,52,795,0,852,74,894,11,975,17,129,0,146,147,1817,12,1976
108021159,15,433,4,445,16,201,5,223,0,33,0,32,38,665,3,707,11,213,0,224,19,349,0,371,10,35,0,45,42,598,4,642,28,641,3,676,39,547,3,591,12,72,0,82,81,1263,11,1348
108021160,21,280,3,301,7,193,0,204,0,43,0,46,35,514,4,545,7,209,4,216,16,381,5,403,10,58,0,62,29,641,11,682,24,484,5,514,29,575,5,609,13,91,4,106,64,1152,15,1232
108031161,0,59,0,59,0,51,0,51,0,16,0,16,0,123,0,124,0,49,0,49,0,58,0,58,0,25,0,25,0,132,0,132,0,110,0,110,0,110,0,105,0,40,0,40,0,253,0,257
108041162,34,951,3,990,23,537,3,557,9,91,0,101,67,1576,6,1653,24,654,4,677,54,1049,7,1112,5,115,0,124,86,1814,14,1917,60,1600,8,1672,75,1586,10,1671,18,208,5,223,153,3397,20,3567
108041164,209,4484,13,4707,99,1565,11,1680,36,310,4,345,343,6354,28,6731,130,3091,11,3234,177,3180,18,3373,34,437,3,475,343,6702,35,7082,342,7577,26,7942,273,4737,28,5051,70,740,9,818,685,13059,64,13812
108041165,23,444,4,472,4,190,3,197,0,38,0,40,29,673,6,708,9,166,0,171,6,214,0,222,0,35,0,35,12,415,0,431,30,609,4,647,13,402,4,419,0,74,5,74,39,1088,11,1139
108041166,73,1470,5,1546,29,415,0,446,8,99,4,107,106,1980,9,2096,39,687,4,729,53,904,6,961,13,84,0,104,105,1681,7,1795,111,2156,13,2280,83,1324,6,1405,18,182,0,208,211,3658,21,3894
108041619,51,1273,3,1326,43,835,5,878,7,143,0,151,105,2250,9,2360,62,1513,8,1581,85,1855,10,1949,18,252,0,272,173,3620,17,3806,116,2789,11,2915,125,2688,15,2825,33,393,0,422,272,5873,23,6162
108041620,49,950,7,1002,24,469,3,493,0,94,0,99,73,1515,15,1599,61,891,3,949,40,1088,8,1130,10,147,0,154,108,2122,9,2239,107,1842,9,1952,66,1552,10,1627,11,239,3,257,185,3634,23,3837
108051167,45,644,3,692,16,225,5,244,4,64,5,72,60,926,10,998,18,318,3,347,26,444,8,467,5,68,0,74,54,831,14,894,67,962,11,1040,36,668,7,714,11,126,9,144,112,1758,23,1889
108051168,25,481,0,506,12,250,0,269,4,50,4,59,40,788,5,836,13,278,0,288,28,466,5,500,5,63,0,64,42,808,3,860,37,755,5,802,36,721,4,766,9,115,4,126,85,1595,8,1689
108051169,212,3307,17,3532,114,1255,10,1380,35,275,8,316,359,4839,29,5228,214,2629,15,2855,244,2781,15,3043,45,420,6,470,504,5826,35,6368,423,5937,31,6393,358,4036,23,4423,80,699,6,788,863,10668,67,11598
108051170,32,638,9,682,16,293,3,309,5,57,0,64,53,991,7,1048,10,250,0,255,7,402,0,413,4,57,0,60,18,702,4,728,45,887,4,933,21,693,5,723,3,117,0,118,69,1692,14,1778
108051171,27,459,0,485,11,227,0,241,3,60,0,65,48,751,0,792,10,278,0,295,17,386,0,403,5,37,0,47,32,704,0,739,36,735,0,781,30,606,0,639,10,99,0,112,80,1448,3,1530
109011172,46,2679,4,2735,20,597,0,614,0,143,0,150,67,3417,5,3493,34,1565,6,1598,41,1475,0,1519,10,243,0,250,79,3286,4,3374,81,4239,10,4332,61,2070,3,2135,10,388,0,397,152,6699,14,6864
109011173,20,757,7,780,12,176,0,184,0,33,0,38,35,964,7,1000,22,413,0,445,18,504,0,524,0,73,5,80,45,999,10,1050,49,1171,4,1223,30,677,0,708,0,109,5,119,80,1959,14,2053
109011174,90,3885,9,3986,32,1291,4,1324,6,292,5,298,127,5466,16,5610,47,3570,7,3628,88,3947,12,4047,23,525,0,551,161,8045,16,8225,144,7457,15,7615,119,5241,18,5377,23,818,4,852,285,13516,35,13836
109011175,32,1554,14,1591,6,359,0,370,4,93,0,102,39,2007,17,2060,14,671,10,694,22,793,4,820,0,109,0,113,32,1574,16,1624,45,2221,21,2285,29,1154,7,1188,5,205,0,212,73,3587,29,3682
109011176,45,1597,6,1646,21,589,6,610,3,111,0,119,63,2290,11,2369,26,1001,3,1033,36,1233,0,1270,3,137,0,142,64,2379,9,2444,66,2599,5,2672,54,1821,6,1877,6,254,0,262,131,4668,16,4815
109021177,31,465,0,500,5,91,3,105,12,27,0,35,50,587,11,645,14,245,6,262,23,265,0,288,4,37,0,37,40,542,5,587,50,706,5,762,29,361,7,396,11,64,0,76,85,1127,15,1233
109021178,27,907,4,942,3,233,0,234,6,73,0,82,36,1213,9,1256,21,464,3,492,20,447,0,469,3,81,0,85,44,995,4,1044,51,1371,10,1432,27,677,0,704,9,159,0,165,82,2207,15,2305
109021179,36,900,7,936,8,158,0,169,3,65,0,67,41,1120,6,1172,10,341,3,356,5,254,0,262,7,33,0,42,26,633,7,661,42,1240,6,1292,8,414,7,426,13,96,0,109,70,1756,12,1833
109031180,18,957,0,980,3,245,0,250,0,67,0,70,29,1270,5,1304,12,515,5,533,13,615,4,629,4,82,0,90,26,1211,7,1247,35,1471,3,1514,13,860,4,878,4,152,6,157,55,2479,15,2548
109031181,26,1329,8,1365,3,283,3,291,3,98,0,103,32,1712,15,1755,10,489,3,499,8,525,3,537,0,99,0,102,20,1116,5,1140,31,1816,10,1855,13,811,5,829,5,205,0,214,48,2827,21,2898
109031182,31,937,6,975,9,266,0,280,4,95,0,106,51,1301,9,1363,20,768,0,794,50,775,0,828,5,88,0,97,75,1636,8,1721,53,1704,9,1764,62,1046,6,1110,10,186,0,200,123,2935,13,3076
109031183,22,1337,8,1362,3,248,0,256,0,93,3,96,28,1670,11,1715,11,496,4,504,16,562,6,590,9,100,0,108,37,1159,10,1209,26,1827,11,1869,27,813,15,850,12,196,4,211,64,2831,22,2924
109031184,16,713,0,730,5,269,4,276,4,56,0,60,25,1035,4,1068,4,347,7,351,11,564,0,573,4,102,4,105,18,1008,7,1029,22,1060,4,1086,14,830,0,852,5,157,4,160,43,2047,14,2102
109031185,29,1224,9,1260,3,319,4,324,0,109,3,116,33,1655,14,1698,13,585,5,599,22,793,5,822,4,117,0,120,44,1487,12,1543,37,1808,11,1860,31,1107,9,1152,5,225,4,238,75,3140,24,3241
110011186,181,3536,19,3735,73,1357,0,1429,19,275,0,291,275,5163,22,5458,132,2858,8,3000,151,2684,3,2845,30,419,0,456,312,5966,18,6300,314,6395,26,6734,224,4040,9,4275,54,692,3,753,589,11133,38,11755
110011187,30,772,3,802,5,220,4,228,5,46,0,52,37,1037,12,1080,9,342,3,354,22,321,0,338,0,62,0,65,28,720,3,752,38,1112,8,1151,19,542,3,566,5,105,0,112,63,1758,10,1833
110011188,24,504,0,537,15,171,0,186,0,32,0,31,38,709,4,754,8,237,0,249,28,296,0,323,0,37,0,43,40,572,0,615,38,744,0,787,41,471,0,510,7,65,0,69,80,1284,5,1367
110011189,19,594,0,614,3,127,0,137,0,27,0,31,26,748,10,778,3,258,0,268,12,283,5,300,0,31,0,33,22,572,3,600,23,850,3,877,14,419,4,435,6,56,4,66,44,1321,9,1378
110021190,35,1019,7,1069,26,378,3,415,13,102,0,119,79,1503,11,1594,22,717,5,747,46,713,3,762,7,120,0,134,80,1546,8,1639,62,1739,10,1809,76,1094,8,1176,24,223,3,246,159,3051,23,3233
110021191,116,1773,6,1902,58,503,0,560,19,122,0,144,189,2400,13,2606,94,1275,13,1373,105,1224,8,1332,15,175,0,197,213,2681,15,2904,210,3048,17,3276,159,1727,7,1894,34,301,0,336,402,5075,30,5509
110021192,12,490,0,503,12,119,0,130,5,44,0,54,31,657,0,683,8,212,0,223,25,199,0,222,6,30,5,35,39,447,5,487,22,705,3,732,36,318,0,350,7,76,5,85,64,1098,7,1167
110021193,29,695,9,733,15,154,0,166,0,51,0,46,46,900,6,950,15,357,6,380,19,354,0,377,5,37,0,40,37,751,5,798,43,1056,9,1113,33,511,3,545,7,89,0,92,82,1649,14,1751
110021194,12,729,7,747,8,250,0,263,4,73,0,75,27,1053,9,1080,13,429,3,439,22,489,14,526,0,92,4,97,36,1011,16,1068,27,1156,7,1191,28,742,13,784,9,161,3,176,63,2065,27,2151
110031195,175,1141,14,1329,51,213,0,267,25,69,4,98,251,1428,19,1694,178,858,9,1043,106,628,3,745,35,113,3,144,318,1603,16,1931,353,2001,16,2373,162,845,6,1007,54,178,8,242,567,3027,32,3627
110031196,64,986,4,1052,19,103,0,122,7,49,0,59,89,1145,4,1241,28,378,0,410,25,223,0,244,7,48,0,53,62,643,3,699,88,1360,6,1459,47,324,0,369,17,95,0,113,152,1786,10,1945
110031197,101,910,7,1024,36,222,3,261,4,75,0,76,144,1213,12,1366,92,768,6,866,87,608,3,695,10,117,0,127,186,1489,15,1689,194,1680,17,1892,126,831,5,959,13,191,0,209,333,2703,20,3059
110031198,102,1128,9,1239,25,142,3,163,14,72,0,84,145,1335,16,1493,47,335,3,385,27,285,0,313,12,46,0,56,88,661,9,756,148,1466,15,1630,52,421,5,481,31,113,4,141,227,1997,21,2248
110041199,172,1294,3,1472,58,285,3,343,17,81,4,104,247,1659,11,1919,168,904,0,1071,136,885,0,1020,23,140,0,162,324,1935,9,2259,334,2201,7,2543,192,1171,7,1367,45,222,5,264,566,3591,17,4181
110041200,117,1393,15,1524,13,152,0,164,15,105,3,121,149,1644,21,1816,27,349,5,375,16,228,4,248,5,38,0,45,45,614,8,672,142,1739,17,1901,26,380,3,412,19,149,3,167,192,2264,25,2482
110041201,88,1073,9,1169,32,209,0,246,10,74,0,89,137,1355,7,1496,58,516,0,567,54,482,5,538,11,70,0,79,122,1066,5,1183,145,1586,9,1742,85,691,3,776,21,141,0,164,253,2420,8,2683
110041202,125,1544,5,1682,94,625,0,724,15,87,0,103,237,2257,15,2505,120,1230,6,1356,171,1243,4,1422,23,161,0,186,313,2632,11,2960,248,2771,16,3036,262,1865,7,2136,41,248,4,290,558,4887,26,5464
110041203,259,2872,10,3142,101,953,4,1054,29,206,3,241,393,4033,17,4438,396,3673,8,4080,302,2937,9,3250,56,455,3,521,758,7063,21,7847,657,6542,20,7218,408,3890,11,4306,88,666,4,763,1154,11100,36,12281
110041204,316,3211,15,3542,66,408,0,473,28,161,0,189,404,3778,18,4206,85,907,0,987,53,500,0,553,14,92,4,107,147,1503,6,1651,402,4114,18,4531,117,911,3,1028,40,259,0,300,560,5277,27,5860
110041205,100,1364,5,1472,31,375,0,405,7,92,3,103,139,1830,12,1983,58,673,5,736,66,760,7,828,0,110,0,114,130,1550,8,1685,159,2036,8,2205,100,1131,3,1240,8,204,3,219,267,3379,21,3666
111011206,84,2142,4,2221,48,858,0,906,17,208,0,226,147,3204,6,3359,55,1317,0,1376,91,2040,4,2135,18,296,3,320,166,3657,14,3835,140,3458,7,3600,138,2895,7,3042,41,508,3,547,314,6856,17,7190
111011207,12,216,0,221,8,115,0,124,0,33,0,33,19,361,0,374,4,106,0,110,12,206,0,225,3,34,0,38,26,342,0,367,14,315,0,330,24,324,0,345,3,62,0,69,40,702,0,742
111011208,134,3090,10,3229,75,1451,4,1531,20,315,0,335,227,4852,9,5093,122,2982,8,3113,150,3651,10,3818,42,665,0,706,316,7299,20,7631,253,6066,15,6336,225,5107,12,5342,59,980,7,1042,542,12152,33,12724
111011209,202,4132,15,4348,56,1398,5,1456,22,268,0,297,286,5802,16,6107,103,2025,6,2134,142,2578,4,2728,33,370,4,402,280,4969,17,5268,306,6162,17,6484,201,3974,6,4190,56,636,3,701,564,10769,32,11372
111011210,17,300,0,315,16,292,0,310,5,25,0,31,32,626,0,655,15,384,0,405,34,646,0,684,3,81,0,87,56,1114,3,1174,31,685,0,723,44,942,3,991,3,111,0,120,88,1736,8,1827
111011211,27,512,0,537,6,144,0,148,0,22,0,20,31,681,0,709,11,200,3,210,15,291,5,309,0,32,0,32,26,523,0,550,37,707,3,747,22,436,3,462,0,54,0,49,56,1203,4,1260
111011212,23,539,5,565,21,351,4,379,3,75,0,85,48,969,6,1023,22,417,0,433,35,703,0,742,10,104,0,110,62,1219,0,1286,36,953,4,997,60,1055,4,1116,10,182,0,195,114,2188,7,2310
111011213,7,277,0,282,4,173,0,183,0,31,0,31,9,482,0,491,4,268,0,276,19,401,0,418,0,43,0,44,21,712,0,733,7,548,0,557,22,577,0,600,0,76,0,74,37,1190,0,1230
111011214,98,2393,11,2510,32,914,0,942,8,206,4,216,137,3512,19,3668,67,1641,0,1707,80,1983,9,2069,13,305,0,323,159,3929,8,4098,166,4033,13,4215,111,2895,5,3016,20,512,3,539,300,7443,28,7765
111021215,31,525,0,561,12,223,0,241,3,30,0,31,52,783,0,830,18,447,0,467,25,548,3,574,0,74,0,78,48,1064,5,1113,53,968,0,1024,39,769,3,814,3,104,0,109,92,1847,6,1949
111021216,4,250,0,258,11,178,0,184,0,46,0,50,14,475,0,495,6,222,0,230,18,332,0,350,5,86,4,87,27,637,4,667,14,469,0,483,23,512,0,537,4,130,6,139,45,1112,6,1157
111021217,80,1490,3,1574,42,506,0,550,7,119,0,123,123,2111,11,2242,38,765,4,816,62,883,0,948,13,127,0,142,118,1776,3,1903,118,2259,7,2384,106,1389,0,1498,20,244,3,268,245,3894,13,4144
111021218,160,2931,6,3100,46,931,0,976,24,281,0,305,232,4135,17,4382,53,1207,5,1270,77,1564,4,1642,22,258,0,278,151,3030,14,3186,212,4138,14,4363,117,2491,6,2620,45,533,4,581,376,7166,22,7568
111021219,60,1255,4,1327,41,558,0,602,10,120,0,129,114,1935,14,2056,55,1009,5,1066,67,1386,3,1461,13,187,0,201,135,2585,13,2734,119,2270,11,2393,109,1948,3,2061,23,311,3,334,251,4520,18,4790
111021220,29,571,5,603,14,180,0,188,8,51,0,57,50,803,7,850,8,182,0,189,12,326,0,343,3,51,0,51,26,555,0,582,36,755,5,790,28,506,0,530,7,101,0,112,70,1359,7,1436
111021221,15,344,0,363,4,131,0,137,7,34,0,42,31,509,0,541,7,249,0,256,13,297,0,309,0,38,0,40,25,580,3,604,24,586,0,619,17,430,0,449,12,71,0,81,55,1086,6,1149
111031222,57,1415,3,1473,43,1078,5,1127,7,197,0,207,106,2689,7,2804,61,1404,4,1466,91,2458,3,2560,11,426,0,442,163,4292,10,4466,118,2817,4,2942,134,3534,12,3683,25,622,0,653,273,6981,16,7269
111031223,305,4655,14,4980,47,667,4,726,24,260,0,283,382,5585,22,5994,67,1411,4,1479,49,886,4,940,16,151,0,172,133,2446,6,2591,373,6062,17,6457,101,1558,13,1670,42,414,0,451,520,8033,31,8579
111031224,171,4867,13,5049,47,1489,9,1546,16,401,6,421,235,6757,19,7016,120,3365,8,3494,118,3009,11,3131,31,514,0,543,269,6884,19,7168,292,8231,14,8539,170,4500,17,4681,46,912,10,959,503,13637,36,14182
111031225,94,2667,4,2768,36,936,0,975,13,282,0,293,147,3884,9,4037,150,3446,6,3601,127,3375,10,3517,37,716,0,754,307,7543,20,7868,246,6114,9,6370,159,4317,14,4492,49,992,3,1048,457,11417,28,11905
111031226,30,597,0,627,24,253,0,276,4,50,0,53,56,898,0,955,31,481,0,509,31,533,0,555,4,77,0,81,53,1088,0,1147,53,1076,0,1136,52,782,0,833,4,126,0,131,113,1990,0,2100
111031227,175,4290,15,4479,57,1219,3,1280,21,369,0,387,252,5878,19,6147,88,1834,5,1924,92,1856,0,1950,23,309,0,333,206,3998,6,4210,259,6126,23,6407,146,3076,4,3232,46,678,0,724,454,9874,25,10357
111031228,29,922,0,948,20,578,0,599,0,84,0,81,51,1577,5,1629,32,893,0,926,26,1320,3,1348,11,168,0,182,67,2378,8,2454,60,1816,5,1874,49,1898,5,1949,16,250,0,267,124,3960,5,4087
111031229,193,6265,14,6468,55,1887,4,1946,29,594,0,623,273,8742,20,9039,286,6547,12,6847,166,4350,14,4533,49,954,0,1003,506,11849,24,12382,480,12810,24,13317,225,6240,12,6476,75,1544,0,1627,778,20597,41,21415
111031230,76,2106,0,2183,11,202,0,210,0,134,5,145,85,2448,10,2539,21,301,0,319,16,159,0,177,0,41,0,37,37,494,0,534,94,2407,0,2505,24,359,0,385,3,173,5,183,125,2939,10,3070
111031231,110,2287,3,2401,46,962,0,1010,8,159,0,171,164,3406,9,3575,64,1638,4,1703,78,1680,3,1762,14,275,3,292,158,3596,5,3765,174,3923,9,4104,128,2638,0,2775,24,442,3,463,323,7005,14,7339
111031232,10,288,0,294,11,167,0,176,4,35,0,37,28,481,3,510,13,252,0,263,19,378,0,394,3,56,0,63,35,687,0,719,22,538,0,562,26,544,0,569,10,85,0,94,62,1166,5,1227
111031233,61,1500,0,1561,35,671,0,709,7,124,0,134,106,2298,0,2403,92,1353,0,1448,91,1750,3,1850,20,230,0,250,205,3331,8,3545,150,2852,0,3006,131,2421,9,2557,27,353,0,383,307,5624,8,5946
111031234,81,1863,0,1950,27,580,0,613,13,178,3,199,127,2623,6,2756,75,1784,5,1859,70,1883,5,1954,20,302,0,327,163,3967,11,4137,156,3642,5,3802,96,2462,4,2567,35,485,3,521,287,6592,16,6892
111031235,128,2753,13,2891,28,795,3,826,9,210,0,227,171,3758,20,3944,66,1285,0,1354,51,1132,7,1192,15,172,4,189,128,2598,8,2736,193,4038,9,4242,85,1928,10,2026,17,387,5,409,303,6358,25,6680
112011236,94,2942,8,3042,71,1471,8,1558,17,277,9,295,180,4690,25,4893,79,2111,10,2189,127,2875,11,3013,13,396,4,414,222,5380,26,5623,172,5047,17,5237,201,4347,20,4565,28,668,8,714,403,10067,47,10517
