POW_SA2_CODE_2021,M_Tot_H_0,M_Tot_H_1_19,M_Tot_H_20_29,M_Tot_H_30_34,M_Tot_H_35_39,M_Tot_H_40_44,M_Tot_H_45_49,M_Tot_H_50ov,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_19,F_AgFF_H_20_29,F_AgFF_H_30_34,F_AgFF_H_35_39,F_AgFF_H_40_44,F_AgFF_H_45_49,F_AgFF_H_50ov,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_19,F_Min_H_20_29,F_Min_H_30_34,F_Min_H_35_39,F_Min_H_40_44,F_Min_H_45_49,F_Min_H_50ov,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_19,F_Mnf_H_20_29,F_Mnf_H_30_34,F_Mnf_H_35_39,F_Mnf_H_40_44,F_Mnf_H_45_49,F_Mnf_H_50ov,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_19,F_EGWWS_H_20_29,F_EGWWS_H_30_34,F_EGWWS_H_35_39,F_EGWWS_H_40_44,F_EGWWS_H_45_49,F_EGWWS_H_50ov,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_19,F_Const_H_20_29,F_Const_H_30_34,F_Const_H_35_39,F_Const_H_40_44,F_Const_H_45_49,F_Const_H_50ov,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_19,F_WST_H_20_29,F_WST_H_30_34,F_WST_H_35_39,F_WST_H_40_44,F_WST_H_45_49,F_WST_H_50ov,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_19,F_RetT_H_20_29,F_RetT_H_30_34,F_RetT_H_35_39,F_RetT_H_40_44,F_RetT_H_45_49,F_RetT_H_50ov,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_19,F_AcFd_H_20_29,F_AcFd_H_30_34,F_AcFd_H_35_39,F_AcFd_H_40_44,F_AcFd_H_45_49,F_AcFd_H_50ov,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_19,F_TPW_H_20_29,F_TPW_H_30_34,F_TPW_H_35_39,F_TPW_H_40_44,F_TPW_H_45_49,F_TPW_H_50ov,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_19,F_IMT_H_20_29,F_IMT_H_30_34,F_IMT_H_35_39,F_IMT_H_40_44,F_IMT_H_45_49,F_IMT_H_50ov,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_19,F_FinIns_H_20_29,F_FinIns_H_30_34,F_FinIns_H_35_39,F_FinIns_H_40_44,F_FinIns_H_45_49,F_FinIns_H_50ov,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_19,F_RHRE_H_20_29,F_RHRE_H_30_34,F_RHRE_H_35_39,F_RHRE_H_40_44,F_RHRE_H_45_49,F_RHRE_H_50ov,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_19,F_ProSTS_H_20_29,F_ProSTS_H_30_34,F_ProSTS_H_35_39,F_ProSTS_H_40_44,F_ProSTS_H_45_49,F_ProSTS_H_50ov,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_19,F_AdSup_H_20_29,F_AdSup_H_30_34,F_AdSup_H_35_39,F_AdSup_H_40_44,F_AdSup_H_45_49,F_AdSup_H_50ov,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_19,F_PubAS_H_20_29,F_PubAS_H_30_34,F_PubAS_H_35_39,F_PubAS_H_40_44,F_PubAS_H_45_49,F_PubAS_H_50ov,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_19,F_EdTrn_H_20_29,F_EdTrn_H_30_34,F_EdTrn_H_35_39,F_EdTrn_H_40_44,F_EdTrn_H_45_49,F_EdTrn_H_50ov,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_19,F_HltHC_SA_H_20_29,F_HltHC_SA_H_30_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40_44,F_HltHC_SA_H_45_49,F_HltHC_SA_H_50ov,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_19,F_ArtsR_H_20_29,F_ArtsR_H_30_34,F_ArtsR_H_35_39,F_ArtsR_H_40_44,F_ArtsR_H_45_49,F_ArtsR_H_50ov,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_19,F_OthSvs_H_20_29,F_OthSvs_H_30_34,F_OthSvs_H_35_39,F_OthSvs_H_40_44,F_OthSvs_H_45_49,F_OthSvs_H_50ov,F_OthSvs_H_NS,F_OthSvs_H_Tot
102011028,64,123,71,37,75,135,24,93,6,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,4,16,3,3,4,0,0,6,0,31,0,0,0,0,4,0,0,0,0,9,5,20,6,5,0,6,0,0,0,48,43,52,4,5,5,3,0,7,0,117,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,6,9,3,6,5,3,5,0,34,3,19,16,4,11,6,4,3,0,78,5,13,6,4,0,0,0,0,0,27,0,0,3,0,0,0,0,0,0,10,7,22,22,12,11,16,4,9,0,105,11,29,15,8,12,10,3,3,0,91,3,9,7,0,3,0,0,0,0,21,11,8,0,0,0,0,0,7,0,34
102011029,92,135,93,54,100,184,43,98,16,815,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,3,0,5,0,16,0,0,0,0,0,0,0,0,0,0,3,23,17,0,5,4,0,0,0,59,0,0,0,3,0,0,0,0,0,5,6,10,12,3,0,6,0,4,0,36,30,26,11,3,3,5,0,0,0,89,0,4,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,4,0,0,0,20,6,9,0,5,6,3,0,4,0,27,7,24,17,6,8,20,7,13,0,94,7,8,8,0,0,0,0,6,0,33,0,0,3,0,4,0,0,5,0,16,19,36,22,9,26,20,4,14,0,144,8,42,24,14,13,19,0,7,0,133,0,10,9,4,0,4,0,3,0,27,9,8,0,3,3,0,0,0,0,27
102011030,256,251,259,212,1159,1183,352,851,71,4586,18,45,36,22,37,36,15,33,5,235,0,4,3,0,5,3,4,0,0,20,20,30,42,25,139,89,24,38,0,406,0,8,0,4,19,8,3,7,0,59,10,18,25,8,23,30,3,10,0,132,0,14,18,15,21,16,0,9,0,92,17,18,17,12,22,18,7,5,0,108,18,17,9,0,3,7,3,0,3,66,0,6,9,0,12,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,3,0,0,0,18,7,17,4,10,21,13,4,9,0,78,9,20,8,4,5,3,0,4,3,57,0,0,0,0,3,0,0,0,0,9,3,11,10,3,12,8,0,17,4,71,3,6,12,7,10,8,3,5,0,65,25,8,3,4,10,7,0,3,0,67,8,17,11,11,15,14,4,9,0,88
102011031,388,674,366,223,705,782,172,408,77,3798,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,38,16,12,8,5,4,3,0,97,3,0,0,0,0,0,0,0,0,4,14,29,15,9,21,10,0,8,3,105,9,18,10,8,14,5,4,0,0,65,514,412,220,106,195,63,15,14,10,1551,128,187,65,16,21,14,5,7,0,438,8,12,6,0,3,0,0,0,0,28,15,0,8,0,10,6,0,0,0,45,15,26,39,20,47,42,13,10,0,208,5,13,9,9,24,17,0,7,0,82,15,40,47,39,72,67,20,25,4,327,12,30,16,9,8,0,4,0,0,85,0,13,18,3,34,10,0,5,0,80,61,116,121,62,110,123,37,88,0,721,112,351,450,276,348,154,41,73,18,1818,40,12,4,3,0,5,0,0,0,61,130,24,29,13,24,17,4,7,9,260
102011032,635,1035,691,485,2001,2116,515,990,164,8634,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,17,58,31,20,69,28,8,10,3,242,4,6,5,0,14,3,0,0,0,33,21,43,30,16,22,23,8,6,3,163,13,25,16,14,50,17,3,5,0,131,164,279,171,102,164,70,14,24,5,993,157,192,64,30,37,19,4,12,3,519,9,15,24,9,22,29,0,4,0,109,5,11,14,7,21,17,4,3,0,74,16,18,56,25,125,76,14,18,6,360,4,25,16,10,38,31,13,12,0,146,25,76,96,59,133,81,18,46,7,534,25,55,34,19,63,47,9,11,3,261,91,50,179,69,561,270,78,64,5,1373,53,136,102,87,128,111,43,93,4,759,451,707,999,860,965,1137,160,250,37,5560,34,10,11,5,5,4,0,7,0,81,85,75,47,18,79,29,10,12,0,349
102011033,52,75,53,36,139,163,66,55,11,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,4,4,13,8,5,3,6,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,10,4,3,4,3,0,0,0,25,9,13,4,0,0,0,0,0,0,26,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,5,0,6,0,0,0,3,0,0,0,10,0,5,8,4,3,4,0,0,0,29,5,8,4,0,0,0,0,0,0,19,14,10,21,9,24,10,12,0,0,92,10,42,39,34,39,52,13,21,0,243,23,48,42,20,30,19,5,13,0,205,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,9
102011034,87,270,115,77,211,219,72,118,23,1195,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,4,5,11,5,4,4,0,0,0,0,33,0,15,3,6,6,8,0,0,0,32,14,77,43,16,14,13,0,4,0,180,26,91,17,8,3,3,5,0,0,157,0,8,8,0,4,8,0,0,0,31,0,6,0,3,6,0,0,0,0,11,0,0,0,3,3,4,0,0,0,13,0,4,0,0,0,3,0,0,0,16,0,13,10,3,11,11,0,0,0,60,6,19,4,3,6,0,0,0,0,41,0,3,5,0,6,0,0,0,0,17,27,29,30,27,28,24,8,29,0,195,18,85,69,48,65,30,7,10,3,333,12,6,0,0,0,0,0,0,0,30,11,12,4,0,9,4,0,0,0,38
102011035,31,67,43,31,65,80,22,54,8,400,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,11,4,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,7,0,0,0,24,0,8,7,0,0,0,0,0,0,18,0,0,0,0,7,0,0,0,0,6,18,36,28,33,28,28,9,31,6,212,6,16,42,16,29,5,3,0,0,126,0,0,0,0,0,0,0,4,0,5,3,12,0,4,0,0,0,4,0,25
102011036,117,214,153,113,331,395,116,228,34,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,25,14,53,32,7,15,0,188,0,0,0,0,0,0,0,0,0,0,3,16,9,6,8,8,3,3,0,45,0,0,3,0,11,5,0,4,0,23,12,55,43,29,34,14,8,3,0,205,10,62,18,5,8,3,3,0,0,107,0,7,6,9,13,15,6,12,3,63,29,37,42,17,73,34,6,11,0,245,0,0,0,0,5,4,0,0,0,15,0,0,5,0,3,0,0,0,0,12,0,8,0,0,0,11,0,4,0,33,5,5,3,0,3,4,0,0,0,31,0,5,5,0,6,0,0,0,0,16,19,31,19,24,34,42,15,34,0,221,15,33,47,31,42,24,6,3,0,196,7,0,0,4,5,0,0,0,0,18,14,3,8,0,3,3,0,0,0,37
102011037,31,71,48,22,73,93,20,59,3,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,10,8,3,5,0,0,0,0,32,8,4,0,0,0,0,0,3,0,23,0,0,0,0,3,0,0,0,0,6,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,12,10,7,3,3,0,4,0,44,5,11,4,3,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,11,21,14,10,10,8,3,7,0,75,13,45,77,30,51,42,10,17,0,294,0,0,0,0,3,0,0,5,0,12,3,4,3,4,0,0,0,0,0,16
102011038,79,71,28,23,58,102,24,52,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,6,3,0,4,0,0,0,0,23,0,0,0,0,0,5,0,0,0,5,0,17,11,0,3,0,0,0,0,39,26,15,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,16,0,0,0,0,4,5,0,5,0,14,0,15,5,6,4,3,0,0,0,38,0,4,0,0,0,3,0,0,0,8,0,4,4,0,7,3,0,0,0,20,0,10,11,11,6,9,6,4,0,59,3,7,18,8,8,12,5,0,0,56,0,5,0,0,0,0,0,0,0,4,11,7,0,0,3,0,0,0,0,24
102011039,220,280,146,78,145,269,67,195,23,1422,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,4,8,20,8,3,8,11,0,4,0,63,3,3,0,0,0,3,0,0,0,14,22,44,11,10,17,9,6,9,0,123,161,143,40,7,20,5,4,8,4,404,0,0,4,0,0,0,0,0,0,9,4,9,6,10,19,9,0,4,0,63,0,3,13,6,6,18,8,4,0,52,6,18,9,6,26,11,0,11,0,84,9,35,10,13,15,20,5,17,0,128,12,21,9,3,5,3,0,0,0,49,4,3,0,3,8,9,0,0,0,25,27,57,59,46,44,57,12,25,3,329,22,77,49,27,51,36,6,14,0,286,16,10,0,3,0,5,0,0,0,36,58,33,18,3,9,4,0,0,0,132
102011040,207,312,184,116,232,290,75,171,40,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,7,4,0,6,0,29,0,0,0,0,0,0,0,0,0,0,7,20,13,4,4,7,3,3,0,57,0,0,3,0,0,0,0,0,0,8,34,110,73,46,40,24,5,14,3,354,158,122,57,20,31,13,4,6,10,417,4,14,3,0,0,5,0,0,0,27,0,3,0,0,0,0,3,4,0,17,3,12,10,3,8,9,3,11,0,70,11,13,11,3,22,13,0,3,0,77,11,35,42,15,19,19,7,11,0,155,9,26,6,3,6,8,3,3,0,65,0,4,11,0,19,7,0,3,0,52,26,43,39,34,50,56,10,27,9,296,37,108,118,85,94,64,12,25,7,544,11,9,8,0,3,7,0,0,0,49,41,18,7,5,9,6,0,0,0,96
102011041,89,138,81,67,109,199,46,108,7,850,0,4,0,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,12,5,5,3,8,0,3,0,50,0,6,5,0,0,0,0,0,0,17,5,26,17,6,4,3,6,5,0,67,29,42,17,0,8,4,5,5,3,113,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,6,6,5,4,4,0,0,0,28,0,5,7,0,0,7,0,0,0,23,7,31,19,15,8,15,8,9,3,116,5,7,0,0,3,3,0,0,0,30,0,0,0,0,3,0,0,0,0,15,16,43,22,37,38,43,3,16,0,218,10,53,51,27,43,26,3,15,0,226,5,0,3,4,3,5,0,0,0,18,30,11,10,0,5,5,0,0,0,58
102011042,145,297,154,96,280,307,92,162,30,1564,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,18,3,3,5,8,0,0,0,37,0,7,4,0,0,0,0,0,0,13,60,138,74,36,37,28,12,10,0,391,53,112,47,9,20,18,3,8,4,271,3,8,3,4,0,0,0,0,0,29,3,0,0,6,4,0,0,6,0,16,0,4,9,0,8,12,0,3,0,41,4,8,4,3,5,4,0,0,0,30,4,23,42,11,17,22,9,6,0,128,0,24,6,5,13,9,0,0,0,52,21,9,18,3,26,4,0,8,0,99,11,44,57,36,44,41,15,47,4,297,70,164,213,172,178,132,17,37,15,993,8,3,0,0,3,0,0,0,0,16,29,14,13,0,6,3,4,3,0,77
102011043,95,232,109,82,200,155,48,87,21,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,5,5,0,0,0,29,0,0,0,0,0,0,0,0,0,3,5,6,6,0,0,3,0,0,4,27,0,0,4,0,0,0,0,0,0,4,19,63,49,19,28,14,8,9,0,201,15,103,38,7,19,5,0,6,0,200,0,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,4,0,0,0,16,0,4,0,0,0,3,0,0,0,13,0,18,14,5,4,10,3,0,0,59,7,18,9,0,6,3,0,4,0,42,0,0,0,0,7,0,0,0,0,13,17,28,25,14,24,24,11,11,0,146,31,99,134,105,130,56,9,23,3,592,13,10,0,0,4,0,0,5,0,36,19,13,9,3,9,0,0,3,0,54
102021044,193,407,208,111,308,335,105,153,40,1851,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,8,4,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,4,26,14,0,10,9,0,0,0,61,0,7,0,0,0,0,0,3,0,8,80,173,121,48,65,25,7,14,3,542,65,108,49,7,20,8,0,3,4,271,0,11,8,5,8,5,0,0,0,38,0,0,0,0,0,0,0,0,0,6,3,15,16,8,14,14,4,9,0,79,0,9,0,4,20,15,5,0,0,48,7,21,15,7,10,14,6,9,0,80,3,22,8,8,9,4,0,0,0,61,4,4,8,3,19,3,0,4,0,41,15,45,45,38,37,32,11,30,0,258,88,188,187,147,191,101,33,49,9,993,3,3,3,0,3,3,0,0,0,20,43,16,11,8,10,3,0,0,5,94
102021045,96,97,56,29,83,108,23,68,11,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,4,6,9,0,6,4,0,3,0,36,0,5,0,0,0,0,0,0,0,5,16,35,27,11,13,9,3,3,0,123,42,15,6,0,4,0,0,0,0,70,0,0,5,4,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,10,3,8,0,0,0,0,0,22,4,4,0,0,5,0,0,0,0,21,0,3,3,4,4,8,0,0,0,17,14,26,45,33,43,25,8,32,5,239,12,23,17,20,27,10,6,3,0,123,0,4,0,0,0,0,0,0,0,4,10,5,3,0,9,0,0,0,0,27
102021046,71,95,54,22,75,76,24,55,10,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,9,3,3,3,4,0,0,0,27,0,4,0,0,0,0,0,0,0,4,7,27,18,16,11,0,3,4,0,96,37,41,14,0,0,0,0,6,0,99,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,4,0,10,4,0,0,0,16,0,0,7,0,3,3,3,3,0,24,0,10,5,0,7,5,0,6,0,32,4,4,0,0,0,0,0,0,0,17,0,4,6,0,0,6,0,0,0,9,8,17,15,12,7,12,6,7,4,92,5,22,26,15,12,8,0,3,0,102,4,0,0,0,0,0,0,0,0,10,19,0,0,0,0,6,0,0,0,23
102021047,241,344,225,132,652,768,241,422,52,3082,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,20,51,52,42,131,139,29,43,3,503,0,0,0,0,6,0,0,0,0,12,10,36,17,10,18,16,0,3,0,112,4,10,4,0,0,3,0,0,0,20,11,39,30,14,21,3,0,0,0,129,94,75,31,13,11,10,5,6,3,248,4,13,5,6,10,5,4,0,3,57,5,0,5,0,9,5,0,0,0,18,0,5,4,0,10,10,0,0,0,29,0,0,5,0,0,0,0,0,0,11,5,14,14,3,10,9,0,4,0,70,10,27,4,3,8,13,4,0,5,71,7,9,4,0,6,13,0,0,0,38,31,57,49,31,51,41,10,41,3,306,29,89,137,72,94,46,4,20,9,491,9,0,5,3,6,3,4,0,0,30,40,19,5,3,6,3,0,4,0,88
102021048,231,351,159,121,285,239,54,123,33,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,7,14,10,7,7,3,0,0,4,54,0,0,0,0,0,0,0,0,0,5,142,181,111,47,84,27,6,10,4,615,98,175,46,20,25,10,0,7,3,392,3,16,0,0,4,5,0,0,0,26,7,0,0,0,0,0,0,0,0,9,4,8,17,8,27,12,5,0,0,81,3,8,11,7,24,17,3,3,0,65,8,9,9,10,14,13,4,4,0,80,13,27,14,4,12,12,0,7,0,82,6,4,15,6,19,10,4,5,0,70,26,55,51,59,46,59,17,24,0,332,50,116,146,144,185,106,26,34,10,817,7,0,0,0,0,0,0,0,0,17,50,8,9,4,6,5,0,0,0,81
102021049,73,61,47,33,76,122,20,75,9,505,4,3,8,9,0,3,0,3,0,33,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,5,0,4,0,24,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,0,0,12,24,13,12,7,3,0,0,0,0,61,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,10,6,5,6,7,0,3,0,30,0,7,3,3,3,0,0,6,0,22,0,0,0,0,6,0,0,3,0,5,12,7,0,3,0,9,0,3,0,40,6,15,5,8,13,7,0,3,3,60,9,11,0,0,8,3,5,4,0,36,4,3,6,0,7,0,0,0,0,27
102021050,76,95,74,49,298,181,61,106,6,947,0,4,8,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,5,0,4,0,0,3,0,3,0,0,9,4,0,5,0,14,0,0,0,0,30,3,7,9,0,9,3,0,0,0,27,0,0,0,0,0,0,0,0,0,5,14,43,44,21,20,13,6,6,3,166,14,36,8,4,3,0,0,4,0,69,3,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,4,0,0,0,15,0,0,0,0,4,0,0,0,0,10,0,3,11,5,5,4,0,0,0,27,4,15,7,0,3,0,0,0,0,23,0,0,0,0,10,0,0,4,0,19,16,36,51,31,38,55,18,31,0,273,18,29,24,22,14,14,6,6,0,128,4,10,0,0,5,0,0,0,0,15,19,10,0,0,0,6,0,0,0,44
102021051,86,118,69,59,269,320,78,153,14,1170,0,3,4,0,4,3,0,0,0,25,0,0,0,0,0,0,3,0,0,8,3,11,3,7,12,8,0,0,0,47,0,0,0,0,3,4,0,0,0,5,8,6,10,5,4,8,0,3,0,41,0,0,8,0,4,3,0,0,0,21,4,6,9,3,5,3,0,0,0,31,13,14,8,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,7,0,3,0,0,3,4,0,0,0,13,7,5,13,8,9,5,0,0,0,49,0,0,3,0,0,0,0,0,0,17,0,4,0,0,17,3,0,5,0,27,24,53,60,21,82,39,14,27,0,321,10,25,31,20,31,13,3,4,0,136,0,3,4,0,0,0,0,0,0,9,9,11,8,4,15,11,0,5,0,57
102021052,25,50,26,13,53,67,8,45,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,13,6,0,4,5,0,0,0,30,0,0,0,0,0,0,0,0,0,3,3,16,16,4,6,6,0,0,0,48,5,5,6,0,3,0,0,5,0,20,0,7,8,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,13,3,3,4,0,5,0,0,0,0,16,0,0,3,0,4,3,0,0,0,15,5,9,13,18,11,12,3,6,0,65,3,15,7,4,17,0,5,0,0,50,0,0,0,0,0,0,0,0,0,5,12,5,3,0,5,0,0,4,0,24
102021053,202,288,125,71,241,264,76,152,37,1452,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,11,3,5,10,4,0,0,0,34,0,0,4,0,0,0,0,0,0,9,6,7,16,7,6,4,3,0,0,50,0,3,0,0,3,0,0,0,0,12,33,67,44,23,28,18,5,4,5,220,146,141,36,14,27,14,4,12,7,397,5,3,3,4,3,4,0,0,0,17,0,0,0,0,0,0,0,3,0,6,0,3,0,0,17,10,0,0,0,36,4,13,12,7,17,12,4,0,0,76,4,24,21,12,22,19,4,8,0,109,19,24,12,3,16,7,0,6,0,86,0,8,11,3,14,9,8,5,0,43,19,52,42,35,42,34,19,25,0,269,20,80,69,36,42,32,3,13,0,297,4,0,3,0,4,5,0,0,0,14,51,20,9,5,14,3,0,0,0,101
102021054,120,141,82,49,141,147,49,80,20,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,4,0,0,19,0,0,0,0,0,0,0,0,0,6,4,11,11,0,7,3,0,0,0,34,0,4,0,0,0,0,0,0,0,10,28,42,39,16,14,11,5,8,0,157,71,49,25,11,7,4,0,3,7,176,0,0,7,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,4,4,0,13,5,4,0,0,26,7,11,0,7,20,11,3,0,0,54,5,15,15,3,22,20,4,7,0,86,4,5,7,0,5,7,0,5,0,24,8,7,15,9,20,8,6,8,5,76,13,22,15,12,20,19,4,11,0,117,40,76,108,65,103,52,20,29,0,498,0,3,0,0,0,0,0,0,0,7,37,6,4,3,7,0,0,6,0,68
102021055,488,611,390,249,1083,1100,267,593,105,4883,0,14,11,3,15,3,0,3,0,51,0,0,0,0,0,0,0,0,0,0,9,28,24,19,39,30,6,8,0,166,0,0,0,0,0,0,0,0,0,10,19,37,26,18,70,44,12,9,4,228,7,15,17,18,42,20,4,10,0,141,401,240,149,85,141,60,20,8,8,1112,130,100,38,9,17,8,4,0,8,305,9,14,10,4,11,15,0,10,0,79,11,3,7,3,12,6,0,0,0,48,27,18,53,21,148,77,9,18,0,374,7,14,11,10,17,16,0,8,0,77,19,40,40,25,59,65,8,23,0,278,28,35,34,9,58,23,11,3,4,204,44,19,79,50,165,77,26,33,0,482,31,45,39,26,62,28,11,25,0,274,84,171,177,152,248,92,18,28,3,962,11,10,5,6,6,0,0,4,0,40,77,30,19,16,20,16,6,0,7,185
