POW_SA2_CODE_2021,Tot_Bf_91,Tot_91_95,Tot_96_00,Tot_01_05,Tot_06_10,Tot_11_15,Tot_16_20,Tot_2021,Tot_NS,Tot_Tot
101021007,90,4,9,15,19,18,23,0,7,192
101021008,61,9,8,19,33,40,33,0,3,207
101021009,300,67,71,124,329,363,343,10,22,1624
101021010,180,35,21,43,114,140,195,3,18,745
101021012,147,25,31,37,115,102,122,0,12,593
101021610,23,9,14,13,30,27,38,0,5,152
101021611,228,32,39,40,70,65,60,3,17,547
101031013,35,3,0,6,8,16,23,0,5,97
101031014,236,36,35,60,74,79,155,12,17,716
101031015,42,0,6,6,11,11,5,0,0,82
101031016,261,31,68,81,94,94,339,6,17,989
101041017,246,40,34,49,57,62,76,5,21,584
101041018,93,5,13,13,29,23,40,0,9,229
101041019,308,32,49,66,73,67,90,0,12,688
101041020,103,3,9,18,10,17,19,3,0,193
101041021,35,14,9,13,14,9,11,0,8,120
101041022,0,0,0,0,0,0,0,0,0,0
101041023,75,4,3,7,16,15,16,0,11,159
101041024,58,9,6,7,18,13,7,0,8,125
101041025,215,21,25,58,61,67,69,0,12,531
101041026,231,30,31,31,54,37,35,5,15,473
101041027,203,22,28,28,43,24,48,0,10,406
101051539,397,47,76,102,220,252,304,38,37,1474
101051540,179,23,23,14,27,41,48,0,7,370
101061541,82,12,18,35,37,64,64,0,7,316
101061542,170,14,38,33,38,34,35,5,5,376
101061543,131,11,40,29,44,53,98,5,16,431
101061544,78,9,10,10,13,30,32,0,8,196
102011028,102,27,32,28,70,38,20,0,3,309
102011029,107,15,22,53,31,34,22,5,8,291
102011030,437,76,124,121,160,140,140,0,20,1227
102011031,612,122,169,207,311,258,245,5,21,1948
102011032,1324,251,359,516,637,592,425,12,67,4180
102011033,106,16,16,35,35,31,16,0,4,260
102011034,133,20,34,42,77,53,38,0,8,402
102011035,66,14,19,18,28,15,14,0,6,173
102011036,191,28,51,85,68,65,73,0,5,564
102011037,81,17,32,30,40,33,26,0,3,266
102011038,59,14,12,20,20,21,10,0,4,160
102011039,196,33,72,94,107,99,82,4,15,693
102011040,296,40,78,86,126,114,102,0,17,861
102011041,119,20,35,35,52,33,24,0,8,319
102011042,209,52,66,85,112,113,69,0,9,721
102011043,173,23,64,59,81,69,64,0,3,540
102021044,252,43,43,55,99,103,97,0,19,714
102021045,59,13,17,13,17,17,11,0,5,147
102021046,55,15,6,12,13,16,12,0,0,128
102021047,285,51,86,90,114,110,62,0,14,816
102021048,189,36,59,57,102,123,85,0,9,668
102021049,62,9,18,13,11,14,12,0,0,121
102021050,80,17,8,14,21,19,11,0,6,172
102021051,148,13,33,41,54,37,19,0,4,351
102021052,39,5,4,5,13,12,3,0,0,81
102021053,164,32,49,39,68,87,54,3,7,505
102021054,120,12,31,23,47,48,52,0,5,341
102021055,512,91,119,167,191,201,159,7,18,1464
102021056,448,63,108,137,212,180,139,0,12,1303
102021057,324,66,60,89,124,94,68,0,14,839
103011059,112,16,37,31,63,58,66,6,10,388
103011060,68,6,8,10,12,9,16,0,5,131
103011061,105,26,20,16,31,27,71,0,7,294
103011612,367,80,91,116,220,223,260,8,20,1385
103011613,95,19,41,28,58,61,84,0,3,386
103021062,22,6,16,6,19,29,64,5,7,179
103021063,91,15,32,32,35,45,58,0,7,317
103021064,42,0,6,10,13,21,36,0,5,136
103021065,71,14,18,21,32,30,57,0,11,249
103021066,21,0,4,0,3,10,5,0,0,60
103021067,94,14,24,26,56,58,73,0,3,349
103021068,26,3,12,14,25,18,19,5,0,124
103021069,51,9,9,18,32,44,41,0,7,211
103031070,245,39,39,43,88,69,71,0,9,602
103031071,119,10,21,22,19,32,24,4,9,264
103031072,196,25,34,51,53,91,103,0,13,572
103031073,39,0,11,13,10,4,4,0,0,79
103031074,134,18,25,32,56,35,46,0,9,346
103031075,0,0,0,0,0,0,0,0,0,0
103041076,109,12,30,22,34,39,34,0,13,300
103041077,543,114,144,183,375,451,443,3,41,2296
103041078,108,33,37,39,98,103,106,0,13,526
103041079,115,6,28,28,39,44,34,0,6,296
104011080,304,32,44,84,107,89,89,0,16,767
104011081,145,14,25,25,62,31,50,5,11,366
104011082,206,23,39,51,83,80,81,0,17,588
104021083,145,18,35,42,27,24,38,0,18,348
104021084,332,29,60,77,130,135,152,4,17,937
104021085,773,126,171,214,410,339,397,27,57,2509
104021086,45,12,13,13,14,20,67,11,6,206
104021087,56,7,4,12,3,10,9,0,3,103
104021088,77,7,13,31,43,39,58,0,3,274
104021089,222,35,50,81,102,104,97,5,10,699
104021090,53,9,9,18,21,17,12,0,5,134
104021091,190,27,49,54,166,173,393,19,33,1100
105011092,22,7,14,9,18,11,38,4,0,123
105011093,40,8,23,29,60,38,76,5,6,275
105011094,21,5,5,4,11,19,27,0,0,89
105011095,44,3,9,18,42,38,58,0,0,225
105011096,70,11,12,11,23,21,45,3,5,197
105021097,138,29,32,31,74,83,115,4,6,515
105021098,22,0,3,8,8,3,12,4,0,64
105031099,95,9,6,20,15,18,30,0,0,201
105031100,140,33,27,60,189,224,313,37,20,1048
105031101,232,50,57,76,325,439,465,7,34,1684
105031102,66,6,13,25,71,95,113,4,11,399
105031103,24,0,5,3,12,4,14,0,0,63
105031104,25,0,4,4,8,5,16,0,3,76
105031105,47,8,3,15,19,30,33,0,4,153
105031106,70,12,6,16,30,30,120,0,11,291
106011107,217,30,46,70,80,103,118,7,6,675
106011108,233,31,54,58,112,98,104,0,6,705
106011109,115,16,21,18,30,31,20,0,3,254
106011110,75,3,18,22,23,18,19,0,5,181
106011111,115,25,18,31,54,47,37,0,3,325
106011112,219,35,52,99,165,128,145,7,21,880
106011113,203,40,63,69,130,62,43,0,13,623
106021114,249,40,59,86,168,164,98,3,9,887
106021116,45,8,4,16,11,11,11,0,0,112
106021614,208,33,49,96,180,184,174,0,5,936
106021615,95,13,27,32,66,71,54,0,0,364
106021616,147,31,29,60,86,80,49,3,9,496
106021617,50,9,13,18,20,18,10,0,4,146
106021618,165,30,36,69,99,103,61,0,7,577
106031119,78,4,0,8,14,19,12,0,3,143
106031120,49,4,15,4,15,20,18,0,0,125
106031121,414,59,78,98,170,137,206,10,17,1189
106031122,393,61,77,138,151,159,160,0,27,1166
106031123,24,3,4,12,4,6,0,0,0,57
106031124,94,7,14,16,27,18,37,0,8,217
106031125,316,60,93,132,168,100,81,11,16,980
106041126,206,38,73,64,174,145,106,3,19,835
106041127,71,16,16,18,30,33,55,0,4,245
106041128,78,9,14,24,63,83,191,16,3,484
106041129,79,19,16,21,40,34,72,4,6,293
107011131,342,35,49,46,103,89,105,0,13,789
107011132,99,19,18,26,29,35,21,0,0,254
107011133,407,39,38,40,50,33,25,0,11,648
107011134,832,120,132,165,216,207,193,0,29,1895
107011545,161,15,36,33,26,51,46,0,8,386
107011546,768,77,92,111,134,108,136,0,21,1450
107011547,43,3,10,3,7,11,10,0,3,87
107021135,0,0,0,0,0,0,0,0,0,6
107031136,175,19,29,31,37,38,54,0,8,390
107031137,226,26,32,31,61,59,61,0,9,506
107031138,194,38,53,59,77,70,72,0,10,582
107031139,28,0,8,8,13,11,5,0,4,84
107031140,119,14,28,21,38,45,56,0,4,326
107031141,222,37,28,49,69,74,68,0,9,560
107031142,533,60,84,95,146,124,151,0,16,1207
107031143,300,37,38,38,65,83,71,0,7,639
107041144,453,62,114,109,163,191,242,6,18,1357
107041145,258,39,54,76,67,100,89,0,12,693
107041146,484,119,167,199,219,266,319,5,13,1787
107041147,120,29,33,41,38,45,45,5,3,348
107041148,170,30,52,60,86,75,58,5,10,542
107041150,280,39,62,82,115,96,116,0,12,801
107041548,1481,225,319,365,530,530,715,15,54,4233
107041549,628,121,156,199,272,320,255,6,14,1963
108011151,71,13,9,4,9,15,11,0,7,129
108011152,208,29,43,43,69,77,111,0,22,604
108011153,79,13,9,24,15,15,22,0,5,177
108011154,95,7,21,22,19,37,39,3,9,249
108021155,259,40,36,52,66,90,63,0,31,634
108021156,78,12,14,19,14,26,65,0,7,231
108021157,83,13,19,13,28,19,24,0,6,201
108021158,88,7,21,22,31,18,26,0,10,217
108021159,77,4,9,18,25,12,24,0,6,176
108021160,37,7,8,17,14,15,25,0,7,136
108031161,10,0,3,4,8,13,12,0,5,56
108041162,155,17,37,42,47,40,28,0,10,374
108041164,607,89,151,231,272,259,274,5,47,1932
108041165,64,0,8,21,16,11,21,0,4,136
108041166,153,17,23,28,44,38,34,0,10,342
108041619,284,40,72,87,128,108,143,0,15,890
108041620,193,22,37,55,77,88,78,0,12,564
108051167,71,4,6,4,15,14,16,0,0,133
108051168,74,5,17,14,25,13,14,0,10,162
108051169,413,62,79,117,157,136,185,11,36,1190
108051170,112,11,20,16,15,20,17,0,8,205
108051171,43,3,5,14,23,14,17,0,3,119
109011172,256,42,58,80,180,185,178,3,9,982
109011173,64,8,15,14,43,32,44,0,6,224
109011174,412,67,102,131,312,359,309,3,39,1735
109011175,103,10,18,20,59,48,49,0,7,311
109011176,153,19,32,48,116,125,123,0,7,620
109021177,25,6,3,8,12,7,27,0,4,96
109021178,72,12,18,19,39,49,116,26,14,367
109021179,33,7,12,18,32,52,107,0,33,286
109031180,63,6,13,14,26,28,22,0,3,177
109031181,86,18,19,18,24,49,76,0,12,299
109031182,65,4,16,25,28,31,58,3,5,232
109031183,59,7,4,9,33,44,59,0,0,213
109031184,41,8,13,12,30,39,47,0,5,193
109031185,88,7,22,16,44,55,69,4,3,316
110011186,395,78,130,160,306,265,552,10,24,1920
110011187,43,6,11,15,33,35,207,10,12,370
110011188,67,10,8,5,20,14,39,0,0,174
110011189,39,9,7,11,15,5,14,0,4,97
110021190,75,8,17,13,19,13,58,3,7,219
110021191,122,15,32,35,84,72,147,15,18,542
110021192,33,3,5,0,11,4,3,0,0,62
110021193,27,8,6,6,5,10,3,0,0,65
110021194,83,0,28,15,23,26,35,3,15,228
110031195,64,14,14,33,63,61,75,0,9,342
110031196,41,5,8,7,14,25,68,0,3,170
110031197,46,4,11,10,30,35,51,3,7,189
110031198,37,11,16,14,16,14,42,0,0,153
110041199,70,12,15,18,43,49,75,0,5,297
110041200,42,4,9,11,32,22,52,4,6,187
110041201,55,9,17,9,15,25,43,0,4,177
110041202,116,16,19,37,85,148,219,3,16,647
110041203,276,52,75,113,199,293,352,4,18,1380
110041204,105,18,29,37,81,149,421,33,24,899
110041205,95,16,16,26,34,47,80,0,6,317
111011206,255,47,61,81,118,113,103,7,8,795
111011207,27,5,6,3,10,12,18,0,0,89
111011208,401,85,121,190,245,263,232,5,21,1573
111011209,386,62,85,115,249,182,201,4,17,1310
111011210,51,10,10,18,51,71,66,0,11,275
111011211,51,7,5,3,17,20,44,0,0,158
111011212,115,9,16,31,39,35,28,0,7,283
111011213,65,11,13,23,27,16,13,0,0,162
111011214,275,51,70,99,117,117,112,4,7,854
111021215,73,18,17,22,43,32,31,0,0,248
111021216,80,14,13,14,23,30,28,0,7,201
111021217,126,36,24,45,95,105,92,0,5,523
111021218,379,60,87,88,144,110,102,0,22,991
111021219,178,38,27,53,88,61,75,0,3,524
111021220,59,4,12,24,28,11,9,0,3,156
111021221,40,8,6,9,19,26,10,0,0,113
111031222,228,43,69,120,138,161,176,0,11,943
111031223,246,66,73,114,178,196,243,0,28,1133
111031224,521,89,140,191,292,310,300,9,21,1867
111031225,514,139,151,199,341,376,253,4,21,1999
111031226,68,12,14,27,68,64,53,0,4,308
111031227,370,74,106,138,241,244,212,0,16,1397
111031228,173,24,50,52,79,72,122,7,8,595
111031229,789,179,245,324,451,477,607,11,27,3113
111031230,98,21,30,33,52,47,34,0,6,311
111031231,290,71,92,123,250,284,322,3,19,1459
111031232,39,9,17,20,16,19,20,0,4,150
111031233,220,36,67,111,146,141,196,0,11,924
111031234,322,65,53,88,195,190,188,6,19,1117
111031235,266,46,56,67,139,105,114,0,12,800
112011236,496,70,101,154,224,222,217,3,32,1523
112011237,277,42,62,63,130,96,124,0,16,805
112011238,228,26,56,76,72,104,110,0,26,695
112011239,151,28,39,40,63,61,62,0,8,443
112011240,409,93,126,203,312,421,744,7,46,2372
112011241,46,0,12,12,14,24,17,0,6,124
112011242,99,26,25,54,55,61,63,0,11,396
112011243,274,67,107,127,111,101,89,0,17,890
112021244,130,17,31,41,43,36,53,0,10,358
112021245,57,10,18,11,28,18,17,8,8,172
112021246,113,12,38,34,46,52,51,0,8,361
112021247,114,11,12,27,22,37,28,3,7,266
112021248,694,112,127,178,258,218,212,3,46,1844
112021249,206,27,41,42,65,56,66,4,22,536
112031250,312,50,72,107,153,130,167,0,27,1017
112031251,281,49,77,81,124,82,63,3,20,778
112031252,149,24,33,45,47,28,26,0,12,366
112031253,157,24,40,62,75,67,57,0,11,500
112031254,494,97,120,191,316,254,241,11,27,1754
112031550,118,25,33,43,72,50,56,0,7,397
112031551,45,9,18,16,16,23,18,0,0,147
112031552,346,55,97,116,188,186,176,4,28,1192
113011256,313,81,124,191,336,375,642,11,34,2116
113011257,212,46,100,146,265,281,961,35,35,2097
113011258,98,19,36,35,73,113,220,0,11,604
113011259,38,9,4,17,20,31,44,0,6,172
113021260,55,0,6,10,12,17,15,0,4,120
113021261,93,18,14,27,65,55,49,4,10,326
113021262,73,7,21,30,62,37,62,0,5,287
113031263,59,6,6,16,22,20,36,0,5,180
113031264,29,0,13,7,7,16,94,10,0,183
113031265,47,3,9,12,35,36,150,30,10,334
113031266,51,16,11,5,24,27,33,3,12,180
113031267,145,17,37,50,101,121,148,9,12,642
113031268,71,23,38,51,106,222,220,62,8,789
113031269,80,20,24,33,59,95,124,0,3,436
113031270,342,86,161,209,410,510,451,10,28,2207
113031271,110,21,42,52,89,71,53,0,8,457
114011272,210,22,43,47,57,58,74,7,16,527
114011273,37,4,5,4,6,0,3,0,0,70
114011274,45,11,12,8,16,12,18,0,7,123
114011275,9,0,0,0,0,0,0,0,0,7
114011276,116,17,32,29,52,47,62,0,12,358
114011277,212,28,36,54,87,84,107,0,16,618
114011278,867,130,184,205,298,318,294,6,52,2350
114011279,87,10,17,18,21,35,29,0,3,222
114011280,42,6,0,12,9,11,22,0,5,104
114011281,23,6,7,0,7,12,11,0,0,71
114011282,299,39,46,77,86,80,78,0,37,739
114011283,49,9,5,11,10,9,10,0,0,110
114021284,589,77,106,128,225,195,225,0,37,1581
114021285,48,3,3,8,9,11,12,0,3,96
114021286,362,52,61,70,152,123,154,3,36,1012
114021287,332,48,51,72,160,118,146,0,14,935
114021288,109,16,12,14,24,12,15,0,5,205
