POW_SA2_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
101061543,16,8,0,0,55,0,0,12,5,11,4,0,0,26,0,0,9,5,12,5,5,0,36,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,74,95,173,111,113,94,23,0,690,5,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,17,7,0,0,0,6,4,0,0,22,8,0,7,5,0,5,0,3,27,7,3,0,5,0,0,0,0,27,0,0,11,10,17,18,3,0,60,8,20,31,16,21,33,3,0,124,4,22,21,19,22,24,0,0,119,0,7,14,24,17,32,6,0,100,0,4,14,9,10,0,0,0,34,0,0,4,4,3,0,0,0,12,0,0,5,4,4,5,0,0,19,0,0,5,5,9,3,3,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
101061544,0,7,0,0,21,0,0,5,5,0,0,0,0,11,0,0,11,0,6,0,0,0,23,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,19,32,69,40,53,39,17,0,270,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,0,15,3,0,0,0,0,0,0,0,4,0,3,0,4,0,4,0,0,20,0,0,0,0,0,9,0,0,11,0,0,3,0,15,5,0,0,28,0,7,4,3,10,9,0,0,35,0,3,5,8,9,8,0,0,32,0,3,5,5,4,3,0,0,25,0,0,6,0,0,0,0,0,14,0,0,0,0,10,0,0,0,8,0,0,4,0,0,0,0,0,4,0,0,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
102011028,10,0,0,0,28,0,0,5,6,4,0,0,0,9,0,0,5,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,21,22,54,37,40,30,9,0,226,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,25,9,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,5,3,4,5,0,0,0,0,14,3,4,0,7,3,5,0,0,26,0,4,3,9,0,3,0,0,19,0,5,6,5,5,7,0,0,21,0,0,4,9,0,5,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011029,7,8,0,0,33,0,0,5,11,3,5,0,0,26,0,0,8,9,0,6,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29,38,76,69,59,43,12,0,330,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,11,3,4,0,4,0,0,0,0,15,7,3,7,0,4,3,0,0,25,0,13,6,11,7,8,5,0,42,0,4,5,0,7,9,4,0,31,0,6,3,7,12,9,3,0,38,0,0,5,3,7,0,0,0,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,3,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011030,31,14,4,0,137,0,0,34,33,15,22,0,0,104,0,3,30,41,29,23,0,0,121,0,0,0,3,3,6,4,0,17,0,0,0,5,7,0,0,0,8,0,6,0,0,6,0,0,0,14,70,138,328,261,216,176,30,0,1228,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,4,3,0,7,0,0,0,23,0,4,6,5,9,4,0,0,27,4,6,6,4,10,3,0,0,34,0,4,3,0,11,14,0,0,41,0,0,5,5,11,9,0,0,32,0,0,7,0,0,6,3,0,11,0,0,3,0,0,6,0,0,11,0,0,0,0,7,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011031,24,6,5,0,85,0,0,7,17,16,4,0,0,43,0,0,11,20,11,10,5,0,61,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,9,0,0,0,0,3,0,0,0,12,64,150,229,199,159,119,35,0,945,3,0,3,0,0,0,0,0,11,51,4,0,0,0,6,0,0,72,37,13,4,3,11,8,4,0,86,25,17,17,7,5,8,0,0,87,19,31,16,15,25,25,4,0,136,17,60,55,38,46,31,6,0,253,12,54,83,38,53,45,9,0,287,3,37,54,38,41,39,11,0,223,5,24,46,27,36,35,7,0,174,0,7,21,13,17,16,0,0,76,0,3,5,9,13,5,0,0,36,0,0,5,11,7,7,0,0,24,0,0,0,0,4,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
102011032,43,44,5,0,172,0,4,33,29,30,21,3,0,124,0,4,27,52,44,43,0,0,165,0,0,3,7,9,9,0,0,27,0,0,0,0,3,0,0,0,9,6,3,0,0,0,3,0,0,17,135,291,514,391,383,312,76,8,2104,4,0,0,6,0,0,0,0,9,39,7,0,0,3,4,0,0,51,35,6,4,8,0,9,0,0,59,19,25,10,5,8,7,4,0,79,14,30,17,22,17,18,3,0,122,15,48,45,25,33,42,8,0,218,7,76,67,43,64,48,20,0,319,11,62,79,72,81,73,8,0,378,3,39,85,66,95,86,7,0,377,0,23,69,56,57,45,7,0,255,0,9,31,35,45,25,7,0,157,0,0,28,41,35,15,4,0,120,0,0,14,62,75,26,0,0,178,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,0,3,4,0,0,6,6,0
102011033,5,0,0,0,12,0,0,0,4,0,0,0,0,7,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,21,18,32,31,19,3,0,136,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,7,0,0,3,0,0,0,0,0,0,0,4,5,6,0,0,0,0,17,5,0,6,8,3,0,0,0,14,5,8,8,8,3,5,0,0,37,0,13,9,10,9,3,0,0,54,0,4,14,12,12,11,3,0,52,0,0,14,10,14,14,0,0,59,0,0,10,10,16,17,5,0,62,0,5,13,16,25,15,9,0,71,0,0,7,7,8,14,3,0,45,0,0,3,8,14,13,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011034,5,6,0,0,29,0,0,8,11,3,8,0,0,26,0,0,0,4,5,3,0,0,15,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,28,44,61,62,66,45,13,0,319,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,15,8,0,4,0,4,0,0,34,6,0,0,4,4,0,0,0,21,6,9,9,4,10,3,0,0,36,3,6,12,7,12,8,4,0,51,0,13,8,12,19,5,3,0,54,0,12,12,4,17,9,0,0,46,0,4,16,9,10,3,0,0,50,0,0,9,3,7,4,0,0,20,0,5,3,5,9,4,0,0,18,0,0,0,3,0,3,0,0,14,0,0,0,0,7,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011035,0,0,0,0,17,0,0,0,0,0,5,0,0,7,0,0,0,0,10,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,39,21,21,30,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,3,0,12,0,5,0,0,5,7,0,0,31,0,3,8,0,5,5,0,0,24,0,11,3,7,10,9,0,0,43,0,9,4,7,9,3,0,0,36,0,3,0,3,3,4,0,0,19,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011036,8,9,0,0,45,0,0,0,5,7,8,0,0,26,0,0,7,9,15,10,0,0,44,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,24,39,76,89,64,66,7,0,364,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,3,0,4,0,0,5,0,0,13,3,5,0,4,5,0,0,0,20,6,0,4,4,0,0,0,0,17,3,8,0,8,4,7,0,0,29,5,9,3,5,7,3,0,0,32,0,5,18,11,10,18,5,0,62,0,5,3,11,3,6,0,0,34,0,0,0,3,4,3,0,0,14,0,0,6,0,3,0,0,0,8,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011037,3,0,0,0,7,0,0,0,7,0,3,0,0,10,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,25,27,26,19,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,5,0,0,12,3,0,0,3,0,0,0,0,10,0,0,0,3,3,8,0,0,19,0,9,4,4,8,15,5,0,51,0,3,6,3,8,13,0,0,37,0,0,7,7,11,10,3,0,32,0,0,5,10,4,0,0,0,24,0,0,0,0,0,0,0,0,12,0,0,0,0,4,4,0,0,11,0,0,7,7,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011038,3,4,0,0,19,0,0,3,3,5,0,0,0,15,0,0,4,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,16,50,35,33,24,6,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,6,4,3,0,0,4,5,0,0,15,0,5,5,6,3,3,0,0,24,0,0,5,0,4,3,0,0,13,0,0,3,0,7,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011039,7,9,0,0,39,0,0,8,12,0,4,6,0,26,0,0,7,7,14,7,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,3,0,0,5,0,0,0,0,8,35,67,116,95,91,40,12,0,467,5,0,0,0,0,0,0,0,7,32,0,5,0,0,5,0,0,42,31,16,4,0,0,0,0,0,48,20,14,0,4,0,3,0,0,46,17,24,8,3,5,4,0,0,58,10,37,20,12,5,8,0,0,93,12,25,29,8,11,10,0,0,105,3,25,16,21,18,9,0,0,97,0,8,13,10,12,9,0,0,51,5,7,0,10,0,3,0,0,22,0,4,0,0,6,0,0,0,17,0,0,3,7,0,0,0,0,15,0,0,0,4,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0
102011040,8,3,4,0,50,0,3,5,12,4,8,0,0,29,0,0,8,7,9,0,0,0,25,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,30,61,126,112,86,74,18,0,508,4,0,0,0,0,0,0,0,3,25,3,0,3,0,3,0,0,34,16,0,5,8,0,4,0,0,41,8,6,3,7,9,4,0,0,32,10,16,13,9,4,6,0,0,60,7,26,19,23,16,16,3,0,114,4,29,31,21,16,20,0,0,127,3,22,24,20,20,33,3,0,118,0,11,25,17,20,21,6,0,93,0,3,7,10,16,5,0,0,43,0,0,4,4,14,4,0,0,25,0,0,3,0,6,0,0,0,18,0,0,6,5,8,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5
102011041,11,6,0,0,26,0,0,5,6,4,4,0,0,22,0,0,5,11,14,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,32,56,81,55,68,51,15,0,359,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15,12,0,0,5,0,0,0,0,19,0,5,0,0,0,3,0,0,15,7,4,0,0,4,5,0,0,18,10,13,11,6,5,7,4,0,48,0,9,15,15,9,6,0,0,57,0,14,30,9,5,9,0,0,58,0,0,4,4,0,8,0,0,17,0,0,0,5,4,4,0,0,10,0,0,0,3,3,0,0,0,11,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011042,8,6,3,0,42,0,0,0,11,5,5,0,0,24,0,0,3,7,3,4,0,0,12,0,0,5,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,109,88,78,61,15,0,427,0,4,3,0,0,0,0,0,9,9,3,0,0,0,0,0,0,17,3,6,3,7,3,5,0,0,25,11,4,4,3,3,5,0,0,34,4,7,7,3,12,6,0,0,43,6,16,12,11,19,8,4,0,83,4,24,28,31,39,25,5,0,153,0,18,22,21,33,22,4,0,124,0,12,16,19,26,26,5,0,108,0,0,11,9,8,9,0,0,46,0,0,3,5,8,9,0,0,21,0,0,3,8,4,8,0,0,25,0,0,0,4,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
102011043,5,4,0,0,19,0,0,0,3,3,0,0,0,12,0,0,5,0,3,0,0,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,38,73,51,52,42,17,5,292,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,7,0,3,0,0,0,0,0,16,0,10,5,4,7,0,0,0,24,4,3,4,6,4,6,0,0,35,7,9,8,9,10,14,0,0,54,0,8,25,17,18,16,4,0,89,0,12,18,16,19,19,0,0,99,0,9,17,10,18,12,5,0,72,0,0,5,4,4,6,0,0,22,0,0,3,0,3,0,0,0,13,0,0,0,0,4,0,0,0,5,0,0,0,4,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0
102021044,9,9,0,0,62,0,0,8,7,7,0,0,0,21,0,0,3,14,0,8,0,0,29,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,29,72,129,128,86,84,23,4,552,0,0,0,3,0,0,0,0,9,14,3,0,0,0,0,0,0,22,13,0,3,0,4,9,0,0,31,5,7,6,4,5,0,0,0,27,8,4,10,7,6,14,0,0,46,5,18,31,22,20,25,0,0,114,9,30,31,34,35,27,7,0,177,0,16,38,35,32,33,3,0,161,0,14,27,19,30,13,9,0,108,0,0,8,14,13,13,4,0,52,0,3,8,5,5,5,5,0,31,0,3,3,7,7,9,0,0,24,0,0,6,9,12,3,0,0,23,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021045,3,0,0,0,19,0,0,3,0,0,0,0,0,4,0,0,3,0,3,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,13,17,63,51,39,16,0,0,199,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,3,0,0,5,0,8,4,0,3,8,0,0,25,3,7,5,9,9,3,0,0,37,0,16,13,8,10,6,3,0,54,0,5,6,6,10,7,0,0,33,0,0,3,4,3,3,0,0,16,0,0,3,4,0,0,0,0,12,0,0,0,3,0,0,0,0,7,0,0,9,7,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021046,0,0,0,0,11,0,0,0,4,0,0,0,0,8,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,15,45,44,25,23,9,0,183,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,11,3,5,0,0,0,0,0,0,11,0,3,9,5,4,9,0,0,24,0,6,11,3,8,3,0,0,26,0,8,10,3,4,3,0,0,25,0,0,8,4,9,3,0,0,27,0,0,0,5,3,4,0,0,7,0,0,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021047,30,20,3,0,116,0,4,22,15,17,13,0,0,69,0,3,23,15,22,9,0,0,79,0,0,8,4,0,0,0,0,13,0,0,0,3,0,0,0,0,8,0,0,0,5,4,0,0,0,8,50,108,228,182,183,147,27,0,938,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,10,18,0,3,4,4,5,0,0,31,9,8,5,0,0,0,0,0,26,4,7,8,3,8,12,0,0,44,6,14,17,17,12,13,4,0,79,0,14,26,18,21,10,9,0,94,4,20,34,13,22,20,5,0,113,0,14,7,10,15,8,0,0,49,0,0,7,6,11,7,0,0,32,0,0,4,4,0,10,0,0,17,0,0,0,0,6,4,0,0,15,0,0,0,3,13,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021048,12,3,0,0,35,0,0,0,5,0,0,0,0,14,0,0,6,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,37,59,102,89,66,60,13,0,424,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,17,15,5,0,0,0,0,0,0,20,6,5,3,3,3,0,0,0,22,6,8,6,11,8,7,5,0,48,6,17,20,17,14,22,5,0,104,10,24,35,29,26,25,3,0,155,0,24,53,29,28,27,4,0,163,0,11,26,21,30,27,5,0,117,0,3,10,10,13,11,0,0,50,0,4,3,4,11,3,0,0,25,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
102021049,8,7,0,0,22,0,0,0,0,3,0,0,0,5,0,0,4,4,7,4,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,12,17,42,28,42,26,3,0,165,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,9,0,4,0,4,0,3,0,0,8,5,3,4,0,5,4,0,0,20,0,3,3,4,3,0,0,0,16,0,0,8,4,0,3,0,0,13,0,0,5,0,3,3,0,0,18,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021050,5,4,5,0,27,0,0,10,9,7,3,0,0,33,0,0,17,11,10,12,0,0,50,0,0,4,6,7,10,0,0,27,0,0,13,7,10,9,0,0,39,0,0,0,3,0,0,0,0,6,16,26,103,80,55,68,10,0,364,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,6,3,5,0,0,0,0,11,0,4,6,0,0,0,0,0,13,4,4,10,6,3,3,0,0,32,0,7,3,7,4,9,0,0,34,0,4,3,4,4,3,0,0,29,0,0,3,9,4,0,0,0,24,0,0,0,5,0,3,0,0,8,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021051,11,5,0,0,38,0,0,10,17,11,5,0,0,45,0,0,7,18,14,10,0,0,47,0,0,0,4,3,4,0,0,15,0,0,7,0,9,0,0,0,14,0,0,0,0,3,0,0,0,4,29,71,116,99,95,54,12,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,15,0,8,0,4,0,6,0,0,15,0,3,5,7,8,3,0,0,29,0,16,11,6,6,4,0,0,40,3,10,13,9,5,3,0,0,46,0,3,5,7,14,10,5,0,40,0,4,5,3,8,0,0,0,19,0,0,3,0,0,4,0,0,12,0,0,4,0,0,0,0,0,10,0,0,3,6,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
